title,category,company,location,country,min_salary,max_salary,avg_salary,currency,job_type,work_arrangement,level,date_posted,job_link,source
Devops Engineer,Cloud & Devops,Zenith Infotech (S) Pte Ltd,Singapore,SG,84000,96000,90000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/devops-engineer-zenith-infotech-s-pte-ltd-singapore-33811615,founditsg
Software Developer,Software/Web development,Intellect Minds Pte Ltd,Singapore,SG,96000,120000,108000,SGD,,,,2025-05-27,https://www.foundit.sg/job/software-developer-intellect-minds-pte-ltd-singapore-33754357,founditsg
Senior information system engineer,Infra & System,Intellect Minds Pte Ltd,Singapore,SG,96000,118800,107400,SGD,,,,2025-05-27,https://www.foundit.sg/job/senior-information-system-engineer-intellect-minds-pte-ltd-singapore-33754362,founditsg
Dot Net Developer (SPD),Software/Web development,U3 Infotech Pte Ltd,Singapore,SG,84000,128400,106200,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/dot-net-developer-spd-u3-infotech-pte-ltd-singapore-33754481,founditsg
AWS Data Engineer,Cloud & Devops,R Systems Singapore Pte Ltd,"Bukit Merah, Jalan Bukit Merah",SG,36000,60000,48000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/aws-data-engineer-r-systems-singapore-pte-ltd-bukit-merah-jalan-bukit-merah-33521506,founditsg
Dev Ops Engineer,Software/Web Development,Pan-Asia Resources Pte Ltd,Singapore,SG,72000,90000,81000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/dev-ops-engineer-pan-asia-resources-pte-ltd-singapore-33811687,founditsg
C++ Developer,Software/Web development,Total eBiz Solutions Pte Ltd,Singapore,SG,78000,102000,90000,SGD,,,,2025-05-27,https://www.foundit.sg/job/c-developer-total-ebiz-solutions-pte-ltd-singapore-33668029,founditsg
C++ with Embedded,Other,Total eBiz Solutions Pte Ltd,Singapore,SG,108,108,108,SGD,,,,2025-05-27,https://www.foundit.sg/job/c-with-embedded-total-ebiz-solutions-pte-ltd-singapore-33772715,founditsg
Application Support,Other,Zenith Infotech (S) Pte Ltd,Singapore,SG,60000,72000,66000,SGD,,,,2025-05-27,https://www.foundit.sg/job/application-support-zenith-infotech-s-pte-ltd-singapore-33772768,founditsg
Java Lead,Other,CXC Singapore Pte Ltd,Robinson,SG,102000,138000,120000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/java-lead-cxc-singapore-pte-ltd-robinson-33763838,founditsg
Business Analyst / Cloud / Java,Cloud & Devops,Rapsys Technologies Pte Ltd,"Liang Seah Street, Singapore",SG,54000,84000,69000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/business-analyst-cloud-java-rapsys-technologies-pte-ltd-liang-seah-street-singapore-33710567,founditsg
Java Full Stack Engineer,Software/Web Development,Sourceo Pte Ltd,Singapore,SG,60000,144000,102000,SGD,,,,2025-05-27,https://www.foundit.sg/job/java-full-stack-engineer-sourceo-pte-ltd-singapore-33811701,founditsg
Senior Solutions Engineer,It consulting & Solutions,Anter Consulting Pte. Ltd,Singapore,SG,84000,144000,114000,SGD,,,,2025-05-27,https://www.foundit.sg/job/senior-solutions-engineer-anter-consulting-pte-ltd-singapore-33772863,founditsg
Warehouse / Store Assistant,Other,Nanyang Inc Pte Ltd,Geylang,SG,24000,31200,27600,SGD,,,,2025-05-27,https://www.foundit.sg/job/warehouse-store-assistant-nanyang-inc-pte-ltd-geylang-33667319,founditsg
Ansible Engineer - Playbook,Cloud & Devops,Rapsys Technologies Pte Ltd,"Liang Seah Street, Singapore",SG,66000,96000,81000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/ansible-engineer-playbook-rapsys-technologies-pte-ltd-liang-seah-street-singapore-33710581,founditsg
Recruiter – Technology (RPO),UI/UX,Avensys Consulting Pte Ltd,Singapore,SG,60000,96000,78000,SGD,,,,2025-05-27,https://www.foundit.sg/job/recruiter-technology-rpo-avensys-consulting-pte-ltd-singapore-33882302,founditsg
Quality Engineer,Software/Web Development,Pan-Asia Resources Pte Ltd,Singapore,SG,60000,78000,69000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/quality-engineer-pan-asia-resources-pte-ltd-singapore-33811686,founditsg
Application Support,Other,U3 Infotech Pte Ltd,Singapore,SG,108000,144000,126000,SGD,,,,2025-05-27,https://www.foundit.sg/job/application-support-u3-infotech-pte-ltd-singapore-33754477,founditsg
Solution Architect,Architecture,Total eBiz Solutions Pte Ltd,Singapore,SG,108,108,108,SGD,,,,2025-05-27,https://www.foundit.sg/job/solution-architect-total-ebiz-solutions-pte-ltd-singapore-33772727,founditsg
Data Platform Engineer - Support,Data & Analytics,Zenith Infotech (S) Pte Ltd,Singapore,SG,90000,108000,99000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/data-platform-engineer-support-zenith-infotech-s-pte-ltd-singapore-33811634,founditsg
Data Engineer - 6 months contract,Data & Analytics,Zenith Infotech (S) Pte Ltd,Singapore,SG,72000,78000,75000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/data-engineer-6-months-contract-zenith-infotech-s-pte-ltd-singapore-33772797,founditsg
UX Designer,UI/UX,Total eBiz Solutions Pte Ltd,Singapore,SG,60000,78000,69000,SGD,,,,2025-05-27,https://www.foundit.sg/job/ux-designer-total-ebiz-solutions-pte-ltd-singapore-33668054,founditsg
Devops Engineer,Cloud & Devops,Apar Technologies Private Limited,"Havelock Road, Cross Street, Eu Tong Sen Street",SG,600000,900000,750000,THB,,,,2025-05-27,https://www.foundit.sg/job/devops-engineer-apar-technologies-private-limited-havelock-road-cross-street-eu-tong-sen-street-33471648,founditsg
Junior L2 Production Support,Other,Avensys Consulting Pte Ltd,Singapore,SG,36000,72000,54000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/junior-l2-production-support-avensys-consulting-pte-ltd-singapore-33882333,founditsg
Project Manager,Project & Product Management,Pan-Asia Resources Pte Ltd,Singapore,SG,96000,144000,120000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/project-manager-pan-asia-resources-pte-ltd-singapore-33738869,founditsg
Infrastructure Project Manager,Project & Product Management,Infinite Computer Solutions Pte Ltd,"Shenton Way, Tanjong Pagar",SG,132000,150000,141000,SGD,,,,2025-05-27,https://www.foundit.sg/job/infrastructure-project-manager-infinite-computer-solutions-pte-ltd-shenton-way-tanjong-pagar-33512501,founditsg
Data Analyst,Data & Analytics,U3 Infotech Pte Ltd,Singapore,SG,84000,120000,102000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/data-analyst-u3-infotech-pte-ltd-singapore-33754336,founditsg
Solution Architect (Cloud),Architecture,U3 Infotech Pte Ltd,Singapore,SG,96000,168000,132000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/solution-architect-cloud-u3-infotech-pte-ltd-singapore-33754335,founditsg
Network Security Engineer,Cybersecurity,R Systems Singapore Pte Ltd,"Bukit Merah, Jalan Bukit Merah",SG,54000,78000,66000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/network-security-engineer-r-systems-singapore-pte-ltd-bukit-merah-jalan-bukit-merah-33521498,founditsg
Data Engineer | Contract,Data & Analytics,Zenith Infotech (S) Pte Ltd,Singapore,SG,60000,84000,72000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/data-engineer-contract-zenith-infotech-s-pte-ltd-singapore-33811636,founditsg
Data Engineer,Data & Analytics,Intellect Minds Pte Ltd,Singapore,SG,72000,96000,84000,SGD,,,,2025-05-27,https://www.foundit.sg/job/data-engineer-intellect-minds-pte-ltd-singapore-33754495,founditsg
Production Support Analyst (Microsoft Dynamics),Data & Analytics,U3 Infotech Pte Ltd,Singapore,SG,66000,102000,84000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/production-support-analyst-microsoft-dynamics-u3-infotech-pte-ltd-singapore-33754478,founditsg
IT Infrastructure Engineer,Infra & System,Total eBiz Solutions Pte Ltd,Singapore,SG,72000,90000,81000,SGD,,,,2025-05-27,https://www.foundit.sg/job/it-infrastructure-engineer-total-ebiz-solutions-pte-ltd-singapore-33668044,founditsg
(CISCO and ARUBA) Senior Network Engineer,Network,Sourceo Pte Ltd,Singapore,SG,96000,108000,102000,SGD,,,,2025-05-27,https://www.foundit.sg/job/cisco-and-aruba-senior-network-engineer-sourceo-pte-ltd-singapore-33772820,founditsg
Network Security Specialist (PSO),Network,Intellect Minds Pte Ltd,Singapore,SG,84000,102000,93000,SGD,,,,2025-05-27,https://www.foundit.sg/job/network-security-specialist-pso-intellect-minds-pte-ltd-singapore-33754492,founditsg
Network & Security Engineer / Specialist (ClearPass),Cybersecurity,Nanyang Inc Pte Ltd,Geylang,SG,50400,78000,64200,SGD,,,,2025-05-27,https://www.foundit.sg/job/network-security-engineer-specialist-clearpass-nanyang-inc-pte-ltd-geylang-33861298,founditsg
Network & Security Engineer / Specialist,Cybersecurity,Nanyang Inc Pte Ltd,Geylang,SG,50400,75600,63000,SGD,,,,2025-05-27,https://www.foundit.sg/job/network-security-engineer-specialist-nanyang-inc-pte-ltd-geylang-33667320,founditsg
Project Engineer (IT Security / GRC) Perm Role,Cybersecurity,Zenith Infotech (S) Pte Ltd,Singapore,SG,60000,78000,69000,SGD,,,,2025-05-27,https://www.foundit.sg/job/project-engineer-it-security-grc-perm-role-zenith-infotech-s-pte-ltd-singapore-33772812,founditsg
Business Analyst (IT),Data & Analytics,Intellect Minds Pte Ltd,Singapore,SG,72000,96000,84000,SGD,,,,2025-05-27,https://www.foundit.sg/job/business-analyst-it-intellect-minds-pte-ltd-singapore-33754358,founditsg
IT Security Consultant,It consulting & Solutions,Avensys Consulting Pte Ltd,Singapore,SG,60000,120000,90000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/it-security-consultant-avensys-consulting-pte-ltd-singapore-33882355,founditsg
IT System / Business Analysts,Infra & System,Rapsys Technologies Pte Ltd,Singapore,SG,72000,108000,90000,SGD,,,,2025-05-27,https://www.foundit.sg/job/it-system-business-analysts-rapsys-technologies-pte-ltd-singapore-33710576,founditsg
Database Administrator,Database,Infinite Computer Solutions Pte Ltd,Singapore,SG,84000,102000,93000,SGD,,,,2025-05-27,https://www.foundit.sg/job/database-administrator-infinite-computer-solutions-pte-ltd-singapore-33744633,founditsg
.NET Developer Backend Developer,Software/Web development,Avensys Consulting Pte Ltd,"Singapore, Ubi",SG,57600,86400,72000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/net-developer-backend-developer-avensys-consulting-pte-ltd-singapore-ubi-33882039,founditsg
TOSCA Tester with Quality Assurance Tester,Quality Assurance & Testing,Rapsys Technologies Pte Ltd,"Liang Seah Street, Singapore",SG,54000,72000,63000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/tosca-tester-with-quality-assurance-tester-rapsys-technologies-pte-ltd-liang-seah-street-singapore-33710566,founditsg
EUC IT Engineer,Software/Web Development,Nanyang Inc Pte Ltd,Geylang,SG,27600,40800,34200,SGD,,,,2025-05-27,https://www.foundit.sg/job/euc-it-engineer-nanyang-inc-pte-ltd-geylang-33662287,founditsg
Senior Software Engineer - Java,Software/Web development,Apar Technologies Private Limited,"Havelock Road, Cross Street, Eu Tong Sen Street",SG,96000,144000,120000,SGD,,,,2025-05-27,https://www.foundit.sg/job/senior-software-engineer-java-apar-technologies-private-limited-havelock-road-cross-street-eu-tong-sen-street-33471754,founditsg
Network Engineer,Network,R Systems Singapore Pte Ltd,"Bukit Merah, Jalan Bukit Merah",SG,24000,36000,30000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/network-engineer-r-systems-singapore-pte-ltd-bukit-merah-jalan-bukit-merah-33521509,founditsg
Software Engineer - DevOps,Software/Web development,Zenith Infotech (S) Pte Ltd,Singapore,SG,72000,96000,84000,SGD,,,,2025-05-27,https://www.foundit.sg/job/software-engineer-devops-zenith-infotech-s-pte-ltd-singapore-33811617,founditsg
Senior Software Engineer (React JS & TypeScript),Software/Web development,Ploy Asia Pte. Ltd,Singapore,SG,144000,156000,150000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/senior-software-engineer-react-js-typescript-ploy-asia-pte-ltd-singapore-33738826,founditsg
Senior Software Engineer,Software/Web development,Salt Talent Search Pte Ltd,Robinson,SG,84000,105600,94800,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/senior-software-engineer-salt-talent-search-pte-ltd-robinson-33521495,founditsg
Senior Software Engineer - Full stack,Software/Web development,Apar Technologies Private Limited,"Havelock Road, Cross Street, Eu Tong Sen Street",SG,600000,840000,720000,THB,,,,2025-05-27,https://www.foundit.sg/job/senior-software-engineer-full-stack-apar-technologies-private-limited-havelock-road-cross-street-eu-tong-sen-street-33471646,founditsg
Software Engineer (Java),Software/Web development,Zenith Infotech (S) Pte Ltd,Singapore,SG,84000,103200,93600,SGD,,,,2025-05-27,https://www.foundit.sg/job/software-engineer-java-zenith-infotech-s-pte-ltd-singapore-33772832,founditsg
"Solution Architect_SD-WAN design, CCIE",Architecture,Avensys Consulting Pte Ltd,"Singapore, Ubi",SG,120000,156000,138000,SGD,,,,2025-05-27,https://www.foundit.sg/job/solution-architectsd-wan-design-ccie-avensys-consulting-pte-ltd-singapore-ubi-33882268,founditsg
Automation Engineer,Cloud & Devops,Anter Consulting Pte. Ltd,Singapore,SG,84000,120000,102000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/automation-engineer-anter-consulting-pte-ltd-singapore-33772854,founditsg
Cybersecurity Analyst,Cybersecurity,R Systems Singapore Pte Ltd,"Bukit Merah, Jalan Bukit Merah",SG,30000,54000,42000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/cybersecurity-analyst-r-systems-singapore-pte-ltd-bukit-merah-jalan-bukit-merah-33521503,founditsg
System Engineer,Infra & System,R Systems Singapore Pte Ltd,"Bukit Merah, Jalan Bukit Merah",SG,36000,60000,48000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/system-engineer-r-systems-singapore-pte-ltd-bukit-merah-jalan-bukit-merah-33521501,founditsg
ServiceNow Developer (FSM),Software/Web development,Ploy Asia Pte. Ltd,Singapore,SG,48000,60000,54000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/servicenow-developer-fsm-ploy-asia-pte-ltd-singapore-33738835,founditsg
Consultant,It consulting & Solutions,Intellect Minds Pte Ltd,Singapore,SG,96000,120000,108000,SGD,,,,2025-05-27,https://www.foundit.sg/job/consultant-intellect-minds-pte-ltd-singapore-33754363,founditsg
Full Stack Developer,Software/Web development,Pan-Asia Resources Pte Ltd,Singapore,SG,60000,75600,67800,SGD,,,,2025-05-27,https://www.foundit.sg/job/full-stack-developer-pan-asia-resources-pte-ltd-singapore-33738859,founditsg
SAP HCM Consultant,SAP/ERP/CRM,Zenith Infotech (S) Pte Ltd,Singapore,SG,60000,78000,69000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/sap-hcm-consultant-zenith-infotech-s-pte-ltd-singapore-33772791,founditsg
Service Bureau Officer,Other,Pan-Asia Resources Pte Ltd,Singapore,SG,24000,33600,28800,SGD,,,,2025-05-27,https://www.foundit.sg/job/service-bureau-officer-pan-asia-resources-pte-ltd-singapore-33738792,founditsg
SAP HCM (Functional) | Contract,SAP/ERP/CRM,Zenith Infotech (S) Pte Ltd,Singapore,SG,60000,78000,69000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/sap-hcm-functional-contract-zenith-infotech-s-pte-ltd-singapore-33772827,founditsg
SAP HCM / HR Consultant,SAP/ERP/CRM,Avensys Consulting Pte Ltd,Singapore,SG,60000,114000,87000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/sap-hcm-hr-consultant-avensys-consulting-pte-ltd-singapore-33882347,founditsg
Product Manager,Project & Product Management,Total eBiz Solutions Pte Ltd,Singapore,SG,96000,114000,105000,SGD,,,,2025-05-27,https://www.foundit.sg/job/product-manager-total-ebiz-solutions-pte-ltd-singapore-33668024,founditsg
Trade Finance Senior Business Analyst_CGI,Other,Avensys Consulting Pte Ltd,"Singapore, Ubi",SG,72000,84000,78000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/trade-finance-senior-business-analystcgi-avensys-consulting-pte-ltd-singapore-ubi-33882279,founditsg
Product Manager,Project & Product Management,Total eBiz Solutions Pte Ltd,Singapore,SG,72000,90000,81000,SGD,,,,2025-05-27,https://www.foundit.sg/job/product-manager-total-ebiz-solutions-pte-ltd-singapore-33668015,founditsg
VISUAL / UI DESIGNER,UI/UX,Total eBiz Solutions Pte Ltd,Singapore,SG,60000,78000,69000,SGD,,,,2025-05-27,https://www.foundit.sg/job/visual-ui-designer-total-ebiz-solutions-pte-ltd-singapore-33668035,founditsg
Performance Tester,Quality Assurance & Testing,Avensys Consulting Pte Ltd,Singapore,SG,63600,96000,79800,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/performance-tester-avensys-consulting-pte-ltd-singapore-33882313,founditsg
Solution Architect (.Net),Architecture,Infinite Computer Solutions Pte Ltd,"Shenton Way, Tanjong Pagar",SG,144000,168000,156000,SGD,,,,2025-05-27,https://www.foundit.sg/job/solution-architect-net-infinite-computer-solutions-pte-ltd-shenton-way-tanjong-pagar-33512503,founditsg
BUSINESS ANALYST,Data & Analytics,Total eBiz Solutions Pte Ltd,Singapore,SG,60000,78000,69000,SGD,,,,2025-05-27,https://www.foundit.sg/job/business-analyst-total-ebiz-solutions-pte-ltd-singapore-33668036,founditsg
Field Engineer,Software/Web Development,Avensys Consulting Pte Ltd,Singapore,SG,30000,38400,34200,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/field-engineer-avensys-consulting-pte-ltd-singapore-33882291,founditsg
SAP FICO / MM Consultant,SAP/ERP/CRM,Rapsys Technologies Pte Ltd,Singapore,SG,54000,72000,63000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/sap-fico-mm-consultant-rapsys-technologies-pte-ltd-singapore-33710523,founditsg
Business Analyst (Technical Writer),Data & Analytics,Total eBiz Solutions Pte Ltd,Singapore,SG,72000,90000,81000,SGD,,,,2025-05-27,https://www.foundit.sg/job/business-analyst-technical-writer-total-ebiz-solutions-pte-ltd-singapore-33668018,founditsg
Software Developer,Software/Web development,U3 Infotech Pte Ltd,Singapore,SG,108000,144000,126000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/software-developer-u3-infotech-pte-ltd-singapore-33754331,founditsg
Software Developer,Software/Web development,U3 Infotech Pte Ltd,Singapore,SG,84000,108000,96000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/software-developer-u3-infotech-pte-ltd-singapore-33754332,founditsg
Software Developer,Software/Web development,Intellect Minds Pte Ltd,Singapore,SG,96000,114000,105000,SGD,,,,2025-05-27,https://www.foundit.sg/job/software-developer-intellect-minds-pte-ltd-singapore-33754361,founditsg
IT Intern,Other,Nanyang Inc Pte Ltd,Geylang,SG,9600,9600,9600,SGD,,,,2025-05-27,https://www.foundit.sg/job/it-intern-nanyang-inc-pte-ltd-geylang-33861291,founditsg
Data Center Operator,Data & Analytics,Infinite Computer Solutions Pte Ltd,"Singapore, Tampines",SG,36000,54000,45000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/data-center-operator-infinite-computer-solutions-pte-ltd-singapore-tampines-33744634,founditsg
Desktop Support Specialist,Technical Support,Nanyang Inc Pte Ltd,Geylang,SG,36000,45600,40800,SGD,,,,2025-05-27,https://www.foundit.sg/job/desktop-support-specialist-nanyang-inc-pte-ltd-geylang-33861294,founditsg
Data Analyst,Data & Analytics,Intellect Minds Pte Ltd,Singapore,SG,36000,60000,48000,SGD,,,,2025-05-27,https://www.foundit.sg/job/data-analyst-intellect-minds-pte-ltd-singapore-34014068,founditsg
Devops Engineer,Cloud & Devops,Sourceo Pte Ltd,Singapore,SG,48000,180000,114000,SGD,,,,2025-05-27,https://www.foundit.sg/job/devops-engineer-sourceo-pte-ltd-singapore-33811696,founditsg
IT Project Manager,Project & Product Management,CXC Singapore Pte Ltd,Robinson,SG,72000,102000,87000,SGD,,,,2025-05-27,https://www.foundit.sg/job/it-project-manager-cxc-singapore-pte-ltd-robinson-33763841,founditsg
Security Engineer,Cybersecurity,Total eBiz Solutions Pte Ltd,Singapore,SG,96000,114000,105000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/security-engineer-total-ebiz-solutions-pte-ltd-singapore-34847873,founditsg
Network Engineer,Network,Infinite Computer Solutions Pte Ltd,"West Coast, Serangoon Central / Garden",SG,60000,72000,66000,SGD,,,,2025-05-27,https://www.foundit.sg/job/network-engineer-infinite-computer-solutions-pte-ltd-west-coast-serangoon-central-garden-33512502,founditsg
IT - Infra and Network Project Manager,Project & Product Management,R Systems Singapore Pte Ltd,"Bukit Merah, Jalan Bukit Merah",SG,84000,108000,96000,SGD,,,,2025-05-27,https://www.foundit.sg/job/it-infra-and-network-project-manager-r-systems-singapore-pte-ltd-bukit-merah-jalan-bukit-merah-33521354,founditsg
Network Technical Delivery Architect (Post Sales),Architecture,Avensys Consulting Pte Ltd,Singapore,SG,120000,156000,138000,SGD,,,,2025-05-27,https://www.foundit.sg/job/network-technical-delivery-architect-post-sales-avensys-consulting-pte-ltd-singapore-33882297,founditsg
Data Analyst,Data & Analytics,Ambition Group Singapore Pte Ltd,Singapore,SG,44400,48000,46200,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/data-analyst-ambition-group-singapore-pte-ltd-singapore-33862082,founditsg
Data Analyst,Data & Analytics,Intellect Minds Pte Ltd,Singapore,SG,36000,60000,48000,SGD,,,,2025-05-27,https://www.foundit.sg/job/data-analyst-intellect-minds-pte-ltd-singapore-34014069,founditsg
Application Support Lead (Java),Other,CXC Singapore Pte Ltd,Robinson,SG,102000,138000,120000,SGD,,,,2025-05-27,https://www.foundit.sg/job/application-support-lead-java-cxc-singapore-pte-ltd-robinson-33763842,founditsg
Frontend Developer,Software/Web development,R Systems Singapore Pte Ltd,"Bukit Merah, Jalan Bukit Merah",SG,60000,84000,72000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/frontend-developer-r-systems-singapore-pte-ltd-bukit-merah-jalan-bukit-merah-33521499,founditsg
Wintel Engineer,Software/Web Development,Matrix Process Automation Sdn. Bhd.,Singapore,SG,42000,50400,46200,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/wintel-engineer-matrix-process-automation-sdn-bhd-singapore-32133638,founditsg
Wintel Vmware Engineer,Infra & System,Matrix Process Automation Sdn. Bhd.,Singapore,SG,0,0,0,SGD,,,,2025-05-27,https://www.foundit.sg/job/wintel-vmware-engineer-matrix-process-automation-sdn-bhd-singapore-31071149,founditsg
Fullstack Java Developer,Software/Web development,Matrix Process Automation Sdn. Bhd.,Singapore,SG,0,0,0,SGD,,,,2025-05-27,https://www.foundit.sg/job/fullstack-java-developer-matrix-process-automation-sdn-bhd-singapore-30912375,founditsg
Project Manager It Software,Software/Web development,Arient Solutions,Singapore,SG,84000,98400,91200,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/project-manager-it-software-arient-solutions-singapore-34949300,founditsg
Backend Engineer,Software/Web development,Arient Solutions,Singapore,SG,84000,120000,102000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/backend-engineer-arient-solutions-singapore-34959548,founditsg
Full Stack Developer,Software/Web development,Arient Solutions,Singapore,SG,96000,120000,108000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/full-stack-developer-arient-solutions-singapore-34959405,founditsg
System Engineer,Infra & System,Matrix Process Automation Sdn. Bhd.,Singapore,SG,48000,60000,54000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/system-engineer-matrix-process-automation-sdn-bhd-singapore-32074695,founditsg
Devops Automation,Cloud & Devops,Tek Infotree Sdn Bhd,Singapore,SG,72000,78000,75000,USD,,,,2025-05-27,https://www.foundit.sg/job/devops-automation-tek-infotree-sdn-bhd-singapore-34957811,founditsg
Frontend Engineer,Software/Web Development,Arient Solutions,Singapore,SG,84000,120000,102000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/frontend-engineer-arient-solutions-singapore-34959406,founditsg
Devops Engineer,Cloud & Devops,Arient Solutions,Singapore,SG,84000,109200,96600,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/devops-engineer-arient-solutions-singapore-34959547,founditsg
Splunk Engineer,Software/Web Development,Tata Consultancy Services Limited,Singapore,SG,96000,96000,96000,SGD,,,,2025-05-27,https://www.foundit.sg/job/splunk-engineer-tata-consultancy-services-limited-singapore-33738722,founditsg
Technical PM - Cloud Migration,Cloud & Devops,Tata Consultancy Services Limited,Singapore,SG,120000,120000,120000,SGD,,,,2025-05-27,https://www.foundit.sg/job/technical-pm-cloud-migration-tata-consultancy-services-limited-singapore-33738761,founditsg
Automation Engineer,Cloud & Devops,Tata Consultancy Services Limited,Singapore,SG,84000,96000,90000,SGD,,,,2025-05-27,https://www.foundit.sg/job/automation-engineer-tata-consultancy-services-limited-singapore-33738773,founditsg
Big Data Engineer,Data & Analytics,Tata Consultancy Services Limited,Singapore,SG,108000,108000,108000,SGD,,,,2025-05-27,https://www.foundit.sg/job/big-data-engineer-tata-consultancy-services-limited-singapore-33738767,founditsg
Business Analyst,Data & Analytics,Tata Consultancy Services Limited,Singapore,SG,120000,120000,120000,SGD,,,,2025-05-27,https://www.foundit.sg/job/business-analyst-tata-consultancy-services-limited-singapore-33754311,founditsg
Data Engineer,Data & Analytics,Tata Consultancy Services Limited,Singapore,SG,120000,120000,120000,SGD,,,,2025-05-27,https://www.foundit.sg/job/data-engineer-tata-consultancy-services-limited-singapore-33738780,founditsg
APIGEE DEVELOPER,Software/Web development,Tata Consultancy Services Limited,Singapore,SG,132000,132000,132000,SGD,,,,2025-05-27,https://www.foundit.sg/job/apigee-developer-tata-consultancy-services-limited-singapore-33738769,founditsg
System Architect,Architecture,Tata Consultancy Services Limited,Singapore,SG,132000,132000,132000,SGD,,,,2025-05-27,https://www.foundit.sg/job/system-architect-tata-consultancy-services-limited-singapore-33738768,founditsg
Senior C Programmer,Software/Web development,Tata Consultancy Services Limited,Singapore,SG,120000,120000,120000,SGD,,,,2025-05-27,https://www.foundit.sg/job/senior-c-programmer-tata-consultancy-services-limited-singapore-33738763,founditsg
Regulatory Reporting Manager,Data & Analytics,Tata Consultancy Services Limited,Singapore,SG,120000,120000,120000,SGD,,,,2025-05-27,https://www.foundit.sg/job/regulatory-reporting-manager-tata-consultancy-services-limited-singapore-33754312,founditsg
Dynamics and Siebel CRM Technical & Functional Analyst,SAP/ERP/CRM,Encora Technologies Pte Ltd,Singapore,SG,108000,132000,120000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/dynamics-and-siebel-crm-technical-functional-analyst-encora-technologies-pte-ltd-singapore-33861858,founditsg
Architect,Architecture,Encora Technologies Pte Ltd,Singapore,SG,120000,132000,126000,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/architect-encora-technologies-pte-ltd-singapore-33861853,founditsg
EUC & Backend Support,Software/Web development,Encora Technologies Pte Ltd,Singapore,SG,48000,63600,55800,SGD,Contract Job,,,2025-05-27,https://www.foundit.sg/job/euc-backend-support-encora-technologies-pte-ltd-singapore-33861444,founditsg
Calypso Developer Engineer,Software/Web development,Capgemini Singapore Pte Ltd,"Shenton Way, Marina",SG,72000,120000,96000,SGD,,,,2025-05-27,https://www.foundit.sg/job/calypso-developer-engineer-capgemini-singapore-pte-ltd-shenton-way-marina-33513038,founditsg
