title,category,company,location,country,min_salary,max_salary,avg_salary,currency,job_type,work_arrangement,level,date_posted,job_link,source
Net Developer,,"Myanmar CP Livestock Co.,Ltd",Yangon,MM,,,,,,,,2025-04-01,https://www.jobnet.com.mm/job/net-developer-myanmar-cp-livestock-co-ltd/112000,jobnetmm
Site Reliability Engineer (L1),,Wave Money,Yangon,MM,,,,,,,,2025-03-31,https://www.jobnet.com.mm/job/site-reliability-engineer-l1-wave-money/111097,jobnetmm
QA Manager,,Wave Money,Yangon,MM,,,,,,,,2025-03-31,https://www.jobnet.com.mm/job/qa-manager-wave-money/110785,jobnetmm
Development Team Lead,,"NearMe Co.,Ltd",Yangon,MM,,,,,,,,2025-03-31,https://www.jobnet.com.mm/job/development-team-lead-nearme-co-ltd/111936,jobnetmm
BI Manager,,"Good Brothers Co.,Ltd",Yangon,MM,,,,,,,,2025-03-29,https://www.jobnet.com.mm/job/bi-manager-good-brothers-co-ltd/112720,jobnetmm
Senior Engineer (Cyber Security),,"Netstrix Co.,Ltd",Yangon,MM,,,,,,,,2025-03-28,https://www.jobnet.com.mm/job/senior-engineer-cyber-security-netstrix-co-ltd/111785,jobnetmm
"Supervisor, Core Banking Tech Support",,A Bank,Yangon,MM,,,,,,,,2025-03-28,https://www.jobnet.com.mm/job/supervisor-core-banking-tech-support-a-bank/112680,jobnetmm
Computer Service Technician,,KBZ Bank,Yangon,MM,,,,,,,,2025-03-28,https://www.jobnet.com.mm/job/computer-service-technician-kbz-bank/112678,jobnetmm
"Senior Analyst, IT Operations",,AIA Myanmar,Yangon,MM,,,,,,,,2025-03-28,https://www.jobnet.com.mm/job/senior-analyst-it-operations-aia-myanmar/112669,jobnetmm
IT Team Leader,,BNK Capital Myanmar,Yangon,MM,,,,,,,,2025-03-27,https://www.jobnet.com.mm/job/it-team-leader-bnk-capital-myanmar/112661,jobnetmm
Business Analyst,,Dai-ichi Life Insurance Myanmar Ltd.,Yangon,MM,,,,,,,,2025-03-26,https://www.jobnet.com.mm/job/business-analyst-dai-ichi-life-insurance-myanmar-ltd/112598,jobnetmm
"Senior Manager/VP, Architecture & Solution Design",,ATOM,Yangon,MM,,,,,,,,2025-03-24,https://www.jobnet.com.mm/job/senior-manager-vp-architecture-and-solution-design-atom/111640,jobnetmm
"Analyst, Infrastructure & EUS",,AIA Myanmar,Yangon,MM,,,,,,,,2025-03-24,https://www.jobnet.com.mm/job/analyst-infrastructure-and-eus-aia-myanmar/111340,jobnetmm
Senior Software Engineer (Go),,Wave Money,Yangon,MM,,,,,,,,2025-03-24,https://www.jobnet.com.mm/job/senior-software-engineer-go-wave-money/110782,jobnetmm
Iot Engineer,,Wave Money,Yangon,MM,,,,,,,,2025-03-24,https://www.jobnet.com.mm/job/iot-engineer-wave-money/110779,jobnetmm
Programmer (Junior Software Engineer),,"Myanmar DCR Co.,Ltd",Yangon,MM,,,,,,,,2025-03-24,https://www.jobnet.com.mm/job/programmer-junior-software-engineer-myanmar-dcr-co-ltd/111199,jobnetmm
Oracle Support (Opera PMS & Micros POS),,"Infotel Myanmar Co.,Ltd",Yangon,MM,,,,,,,,2025-03-21,https://www.jobnet.com.mm/job/oracle-support-opera-pms-and-micros-pos-infotel-myanmar-co-ltd/110694,jobnetmm
Business Analyst (JN0325YGN),,KBZ Bank,Yangon,MM,,,,,,,,2025-03-20,https://www.jobnet.com.mm/job/business-analyst-jn0325ygn-kbz-bank/112355,jobnetmm
System Engineer (JN0325YGN),,GRAND GUARDIAN NIPPON LIFE INSURANCE,Yangon,MM,,,,,,,,2025-03-18,https://www.jobnet.com.mm/job/system-engineer-jn0325ygn-grand-guardian-nippon-life-insurance/112227,jobnetmm
Full Stack Software Engineer (JN0325YGN),,KBZ Bank,Yangon,MM,,,,,,,,2025-03-18,https://www.jobnet.com.mm/job/full-stack-software-engineer-jn0325ygn-kbz-bank/112216,jobnetmm
Channel Activation Manager (JN0325YGN),,KBZ Bank,Yangon,MM,,,,,,,,2025-03-18,https://www.jobnet.com.mm/job/channel-activation-manager-jn0325ygn-kbz-bank/112189,jobnetmm
Database Administrator (Core Banking Unit),,SATHAPANA Limited Myanmar,Yangon,MM,,,,,,,,2025-03-17,https://www.jobnet.com.mm/job/database-administrator-core-banking-unit-sathapana-limited-myanmar/112180,jobnetmm
Senior Web Developer,,"Global Technology Co.,Ltd (GlobalNet)",Yangon,MM,,,,,,,,2025-03-17,https://www.jobnet.com.mm/job/senior-web-developer-global-technology-co-ltd-globalnet/84912,jobnetmm
IT Officer,,SLG Education (SIS Myanmar),Yangon,MM,,,,,,,,2025-03-17,https://www.jobnet.com.mm/job/it-officer-slg-education-sis-myanmar/111560,jobnetmm
Application Support,,"Myanmar CP Livestock Co.,Ltd",Yangon,MM,,,,,,,,2025-03-11,https://www.jobnet.com.mm/job/application-support-myanmar-cp-livestock-co-ltd/111999,jobnetmm
Technical Support,,"Myanmar CP Livestock Co.,Ltd",Yangon,MM,,,,,,,,2025-03-11,https://www.jobnet.com.mm/job/technical-support-myanmar-cp-livestock-co-ltd/111998,jobnetmm
Billing & Charging Senior Engineer (L2 Support),,Ooredoo Myanmar,Yangon,MM,,,,,,,,2025-03-10,https://www.jobnet.com.mm/job/billing-and-charging-senior-engineer-l2-support-ooredoo-myanmar/111923,jobnetmm
Contact Center Technical Lead (JN0325YGN),,KBZ Bank,Yangon,MM,,,,,,,,2025-03-10,https://www.jobnet.com.mm/job/contact-center-technical-lead-jn0325ygn-kbz-bank/111916,jobnetmm
MIS Specialist (Assistant Supervisor),,KBZ Bank,Yangon,MM,,,,,,,,2025-03-10,https://www.jobnet.com.mm/job/mis-specialist-assistant-supervisor-kbz-bank/111915,jobnetmm
IT Infra Engineer,,Dai-ichi Life Insurance Myanmar Ltd.,Yangon,MM,,,,,,,,2025-03-07,https://www.jobnet.com.mm/job/it-infra-engineer-dai-ichi-life-insurance-myanmar-ltd/111837,jobnetmm
IT Junior Executive,,HAGL Myanmar,Yangon,MM,,,,,,,,2025-03-07,https://www.jobnet.com.mm/job/it-junior-executive-hagl-myanmar/111782,jobnetmm
Senior Software Engineer,,"Ace Data Systems Co.,Ltd",Yangon,MM,,,,,,,,2025-03-06,https://www.jobnet.com.mm/job/senior-software-engineer-ace-data-systems-co-ltd/110379,jobnetmm
"Manager/Senior Manager, Business Intelligence",,ATOM,Yangon,MM,,,,,,,,2025-03-06,https://www.jobnet.com.mm/job/manager-senior-manager-business-intelligence-atom/111752,jobnetmm
ERP Software Executive,,Asia Strategic Holdings,Yangon,MM,,,,,,,,2025-03-06,https://www.jobnet.com.mm/job/erp-software-executive-asia-strategic-holdings/111733,jobnetmm
Sharepoint Developer,,CB Bank,Yangon,MM,,,,,,,,2025-03-05,https://www.jobnet.com.mm/job/sharepoint-developer-cb-bank/110425,jobnetmm
Senior Data Engineer,,Wave Money,Yangon,MM,,,,,,,,2025-03-05,https://www.jobnet.com.mm/job/senior-data-engineer-wave-money/110774,jobnetmm
"Senior Manager, Digital Channel",,ATOM,Yangon,MM,,,,,,,,2025-03-04,https://www.jobnet.com.mm/job/senior-manager-digital-channel-atom/111645,jobnetmm
"Manager, Enterprise Architect & Planning",,ATOM,Yangon,MM,,,,,,,,2025-03-04,https://www.jobnet.com.mm/job/manager-enterprise-architect-and-planning-atom/111644,jobnetmm
IT Operation - SOC (Team Manager),,MPT - Myanma Posts & Telecommunications,Yangon,MM,,,,,,,,2025-03-04,https://www.jobnet.com.mm/job/it-operation-soc-team-manager-mpt-myanma-posts-and-telecommunications/111638,jobnetmm
Junior NOC Engineer,,MARGA GROUP,Yangon,MM,,,,,,,,2025-03-04,https://www.jobnet.com.mm/job/junior-noc-engineer-marga-group/111626,jobnetmm
Senior Data Analyst,,Ooredoo Myanmar,Yangon,MM,,,,,,,,2025-03-04,https://www.jobnet.com.mm/job/senior-data-analyst-ooredoo-myanmar/110829,jobnetmm
Assistant Data Analyst,,KBZ Bank,Yangon,MM,,,,,,,,2025-03-04,https://www.jobnet.com.mm/job/assistant-data-analyst-kbz-bank/107862,jobnetmm
IT Assistant,,MARGA GROUP,Yangon,MM,,,,,,,,2025-03-04,https://www.jobnet.com.mm/job/it-assistant-marga-group/111596,jobnetmm
IT Executive,,Myanmar Mamee-Double Decker Ltd.,Yangon,MM,,,,,,,,2025-03-03,https://www.jobnet.com.mm/job/it-executive-myanmar-mamee-double-decker-ltd/111567,jobnetmm
Core Network Engineer,,MaxxB Fiber Internet,Yangon,MM,,,,,,,,2025-03-01,https://www.jobnet.com.mm/job/core-network-engineer-maxxb-fiber-internet/111534,jobnetmm
IT Executive,,,Yangon,MM,,,,,,,,2025-02-28,https://www.jobnet.com.mm/job/it-executive/111490,jobnetmm
Junior IT Operation Support (ATM),,KBZ Bank,Yangon,MM,,,,,,,,2025-02-27,https://www.jobnet.com.mm/job/junior-it-operation-support-atm-kbz-bank/111474,jobnetmm
Senior Web Application Developer,,"Source Code Co.,Ltd",Yangon,MM,,,,,,,,2025-02-27,https://www.jobnet.com.mm/job/senior-web-application-developer-source-code-co-ltd/110651,jobnetmm
Data Analyst (Risk Management),,Hana Microfinance Ltd,Yangon,MM,,,,,,,,2025-02-27,https://www.jobnet.com.mm/job/data-analyst-risk-management-hana-microfinance-ltd/111450,jobnetmm
CRM Engineer (L1 Support),,Ooredoo Myanmar,Yangon,MM,,,,,,,,2025-02-26,https://www.jobnet.com.mm/job/crm-engineer-l1-support-ooredoo-myanmar/106209,jobnetmm
Head Of Engineering,,"Horizon Telecom International Co.,Ltd",Yangon,MM,,,,,,,,2025-02-26,https://www.jobnet.com.mm/job/head-of-engineering-horizon-telecom-international-co-ltd/111438,jobnetmm
Internship Program - KBZ Bank,,KBZ Bank,Yangon,MM,,,,,,,,2025-02-26,https://www.jobnet.com.mm/job/internship-program-kbz-bank-kbz-bank/111427,jobnetmm
Digital Product Management Lead,,KBZ Bank,Yangon,MM,,,,,,,,2025-02-26,https://www.jobnet.com.mm/job/digital-product-management-lead-kbz-bank/111406,jobnetmm
Senior Application Support Engineer,,Yoma Bank,Yangon,MM,,,,,,,,2025-02-25,https://www.jobnet.com.mm/job/senior-application-support-engineer-yoma-bank/111350,jobnetmm
IT Infrastructure Specialist,,AA Medical Product Ltd,Yangon,MM,,,,,,,,2025-02-25,https://www.jobnet.com.mm/job/it-infrastructure-specialist-aa-medical-product-ltd/111333,jobnetmm
Sr. Network Engineer (Mobile Service Performance),,MPT - Myanma Posts & Telecommunications,Yangon,MM,,,,,,,,2025-02-24,https://www.jobnet.com.mm/job/sr-network-engineer-mobile-service-performance-mpt-myanma-posts-and-telecommunications/110843,jobnetmm
ASP.Net Developer,,Mahar Bawga Group of Companies,Yangon,MM,,,,,,,,2025-02-24,https://www.jobnet.com.mm/job/aspnet-developer-mahar-bawga-group-of-companies/110761,jobnetmm
Javascript Developer,,Mahar Bawga Group of Companies,Yangon,MM,,,,,,,,2025-02-24,https://www.jobnet.com.mm/job/javascript-developer-mahar-bawga-group-of-companies/110760,jobnetmm
Project Lead (PMO),,Hana Microfinance Ltd,Yangon,MM,,,,,,,,2025-02-24,https://www.jobnet.com.mm/job/project-lead-pmo-hana-microfinance-ltd/111224,jobnetmm
Software Engineer,,"Myanmar DCR Co.,Ltd",Yangon,MM,,,,,,,,2025-02-21,https://www.jobnet.com.mm/job/software-engineer-myanmar-dcr-co-ltd/111197,jobnetmm
Full Stack Developer (Vue & Laravel),,"PLUS IMPACT Co.,Ltd",Yangon,MM,,,,,,,,2025-02-21,https://www.jobnet.com.mm/job/full-stack-developer-vue-and-laravel-plus-impact-co-ltd/110851,jobnetmm
"UI UX Team Lead, A Bank Head Office",,A Bank,Yangon,MM,,,,,,,,2025-02-21,https://www.jobnet.com.mm/job/ui-ux-team-lead-a-bank-head-office-a-bank/111160,jobnetmm
"Mobile Developer, A Bank Head Office",,A Bank,Yangon,MM,,,,,,,,2025-02-21,https://www.jobnet.com.mm/job/mobile-developer-a-bank-head-office-a-bank/111157,jobnetmm
Power Platform Developer,,Dai-ichi Life Insurance Myanmar Ltd.,Yangon,MM,,,,,,,,2025-02-20,https://www.jobnet.com.mm/job/power-platform-developer-dai-ichi-life-insurance-myanmar-ltd/110731,jobnetmm
Analyst Programmer,,KBZMS,Yangon,MM,,,,,,,,2025-02-20,https://www.jobnet.com.mm/job/analyst-programmer-kbzms/111117,jobnetmm
Full Stack Developer,,Wave Money,Yangon,MM,,,,,,,,2025-02-20,https://www.jobnet.com.mm/job/full-stack-developer-wave-money/108537,jobnetmm
".Net Technical Developer, A Bank Head Office",,A Bank,Yangon,MM,,,,,,,,2025-02-19,https://www.jobnet.com.mm/job/net-technical-developer-a-bank-head-office-a-bank/104717,jobnetmm
"Java Developer, A Bank Head Office",,A Bank,Yangon,MM,,,,,,,,2025-02-19,https://www.jobnet.com.mm/job/java-developer-a-bank-head-office-a-bank/108540,jobnetmm
Senior Full-Stack Developer (Laravel),,"A2000 Myanmar Co., Ltd",Yangon,MM,,,,,,,,2025-02-18,https://www.jobnet.com.mm/job/senior-full-stack-developer-laravel-a2000-myanmar-co-ltd/111027,jobnetmm
IT Application Specialist,,AA Medical Product Ltd,Yangon,MM,,,,,,,,2025-02-18,https://www.jobnet.com.mm/job/it-application-specialist-aa-medical-product-ltd/111009,jobnetmm
Junior Android Developer,,Yoma Bank,Yangon,MM,,,,,,,,2025-02-18,https://www.jobnet.com.mm/job/junior-android-developer-yoma-bank/110979,jobnetmm
Network & System Engineer,,Myanmar Metro Bank,Yangon,MM,,,,,,,,2025-02-18,https://www.jobnet.com.mm/job/network-and-system-engineer-myanmar-metro-bank/102849,jobnetmm
Senior Manager - Solution Architect,,Yoma Bank,Yangon,MM,,,,,,,,2025-02-18,https://www.jobnet.com.mm/job/senior-manager-solution-architect-yoma-bank/105849,jobnetmm
IT Governance Manager,,Capital Diamond Star Group (CDSG),Yangon,MM,,,,,,,,2025-02-18,https://www.jobnet.com.mm/job/it-governance-manager-capital-diamond-star-group-cdsg/110973,jobnetmm
Senior Frontend Developer,,"A2000 Myanmar Co., Ltd",Yangon,MM,,,,,,,,2025-02-17,https://www.jobnet.com.mm/job/senior-frontend-developer-a2000-myanmar-co-ltd/110933,jobnetmm
Business Analyst (Core),,KBZ Bank,Yangon,MM,,,,,,,,2025-02-17,https://www.jobnet.com.mm/job/business-analyst-core-kbz-bank/110929,jobnetmm
Web Developer,,Myanmar Information Technology Pte. Ltd. (MIT),Yangon,MM,,,,,,,,2025-02-15,https://www.jobnet.com.mm/job/web-developer-myanmar-information-technology-pte-ltd-mit/110861,jobnetmm
Senior Mobile Engineer (React Native),,Wave Money,Yangon,MM,,,,,,,,2025-02-11,https://www.jobnet.com.mm/job/senior-mobile-engineer-react-native-wave-money/110741,jobnetmm
.Net Developer/ System Analyst,,Dai-ichi Life Insurance Myanmar Ltd.,Yangon,MM,,,,,,,,2025-02-11,https://www.jobnet.com.mm/job/net-developer-system-analyst-dai-ichi-life-insurance-myanmar-ltd/110705,jobnetmm
Business Solution Manager(SAP S4 Hana),,Win Brothers Group of Companies Limited,Yangon,MM,,,,,,,,2025-02-10,https://www.jobnet.com.mm/job/business-solution-managersap-s4-hana-win-brothers-group-of-companies-limited/110674,jobnetmm
Senior Full-Stack Developer (Python),,Ooredoo Myanmar,Yangon,MM,,,,,,,,2025-02-10,https://www.jobnet.com.mm/job/senior-full-stack-developer-python-ooredoo-myanmar/105865,jobnetmm
Senior Full-Stack Developer (Laravel),,Ooredoo Myanmar,Yangon,MM,,,,,,,,2025-02-10,https://www.jobnet.com.mm/job/senior-full-stack-developer-laravel-ooredoo-myanmar/105863,jobnetmm
Senior Frontend Developer,,Ooredoo Myanmar,Yangon,MM,,,,,,,,2025-02-09,https://www.jobnet.com.mm/job/senior-frontend-developer-ooredoo-myanmar/105867,jobnetmm
Deputy Chief Engineer (Solution Architect),,"Global Technology Co.,Ltd (GlobalNet)",Yangon,MM,,,,,,,,2025-02-07,https://www.jobnet.com.mm/job/deputy-chief-engineer-solution-architect-global-technology-co-ltd-globalnet/109003,jobnetmm
Senior Product Owner,,Capital Diamond Star Group (CDSG),Yangon,MM,,,,,,,,2025-02-06,https://www.jobnet.com.mm/job/senior-product-owner-capital-diamond-star-group-cdsg/110547,jobnetmm
Project Coordinator,,"Cho Cho Co.,Ltd",Yangon,MM,,,,,,,,2025-02-06,https://www.jobnet.com.mm/job/project-coordinator-cho-cho-co-ltd/110526,jobnetmm
Application Consultant,,Myanmar Information Technology Pte. Ltd. (MIT),Yangon,MM,,,,,,,,2025-02-05,https://www.jobnet.com.mm/job/application-consultant-myanmar-information-technology-pte-ltd-mit/110522,jobnetmm
IT Manager,,Myanmar International School Yangon,Yangon,MM,,,,,,,,2025-02-03,https://www.jobnet.com.mm/job/it-manager-myanmar-international-school-yangon/110371,jobnetmm
