title,company,location,salary,job_type,work_arrangement,date_posted,job_link,country,source,category
Software Quality Engineer(Mid),Tech Aalto Pte. Ltd,Raffles Link / Raffles Place,"68,400-84,000 SGD",[],,15 days ago,/job/software-quality-engineer-mid-tech-aalto-pte-ltd-raffles-link-raffles-place-33881550,SG,founditsg,['Software Engineer/Programmer']
Application Development Manager,Capgemini Singapore Pte Ltd,"Marina, Shenton Way","108,000-156,000 SGD",[],,16 days ago,/job/application-development-manager-capgemini-singapore-pte-ltd-marina-shenton-way-33512984,SG,founditsg,['Solution Architect/Enterprise Architect']
Application Development Manager,Capgemini Singapore Pte Ltd,"Shenton Way, Marina","84,000-132,000 SGD",[],,16 days ago,/job/application-development-manager-capgemini-singapore-pte-ltd-shenton-way-marina-33512986,SG,founditsg,['Solution Architect/Enterprise Architect']
.NET Architect,Capgemini Singapore Pte Ltd,"Shenton Way, Marina, Tanjong Pagar","84,000-156,000 SGD",[],,16 days ago,/job/net-architect-capgemini-singapore-pte-ltd-shenton-way-marina-tanjong-pagar-33521321,SG,founditsg,"['Team Leader/Technical Leader', 'System Analyst/Tech Architect']"
IT Infrastructure Engineer,Helius Technologies Pte Ltd,Singapore,"54,000-60,000 SGD",[],,16 days ago,/job/it-infrastructure-engineer-helius-technologies-pte-ltd-singapore-33744680,SG,founditsg,['Others']
Technical Solutions Specialist – Banking and Capital Markets,Capgemini Singapore Pte Ltd,"Shenton Way, Marina","72,000-120,000 SGD",[],,16 days ago,/job/technical-solutions-specialist-banking-and-capital-markets-capgemini-singapore-pte-ltd-shenton-way-marina-33513049,SG,founditsg,['Technical Support Engineer']
Data Scientist – Big Data,Capgemini Singapore Pte Ltd,Marina,"78,000-132,000 SGD",[],,16 days ago,/job/data-scientist-big-data-capgemini-singapore-pte-ltd-marina-33521323,SG,founditsg,['Devops']
Technical Infrastructure Project Manager (Permanent Role),Helius Technologies Pte Ltd,Singapore,"90,000-114,000 SGD",[],,16 days ago,/job/technical-infrastructure-project-manager-permanent-role-helius-technologies-pte-ltd-singapore-33831214,SG,founditsg,['Project Leader/Project Manager']
ICT Assessment Certified Solution Architect & Software Developer,Tech Aalto Pte. Ltd,Raffles Link / Raffles Place,"84,000-180,000 SGD",[],,15 days ago,/job/ict-assessment-certified-solution-architect-software-developer-tech-aalto-pte-ltd-raffles-link-raffles-place-33754350,SG,founditsg,['Software Developer']
Cloud Data Engineer,Encora Technologies Pte Ltd,Singapore,"96,000-132,000 SGD",['Contract Job'],,15 days ago,/job/cloud-data-engineer-encora-technologies-pte-ltd-singapore-33861446,SG,founditsg,['Datawarehousing Consultants']
.NET Developer (Backend),Capgemini Singapore Pte Ltd,"Shenton Way, Raffles Link / Raffles Place, Tanjong Pagar","48,000-96,000 SGD",[],,16 days ago,/job/net-developer-backend-capgemini-singapore-pte-ltd-shenton-way-raffles-link-raffles-place-tanjong-pagar-33521327,SG,founditsg,['Software Developer']
Contact Center MDE (Market Development Executive),Capgemini Singapore Pte Ltd,Singapore,"96,000-192,000 SGD",[],,16 days ago,/job/contact-center-mde-market-development-executive-capgemini-singapore-pte-ltd-singapore-33856318,SG,founditsg,['Other Customer Service/Call Center']
#SGunited Jobs Cluster Manager / Service Desk Team Lead,ITCAN Pte Limited,Singapore,"42,000-49,200 SGD",[],,16 days ago,/job/sgunited-jobs-cluster-manager-service-desk-team-lead-itcan-pte-limited-singapore-33662676,SG,founditsg,['Other Customer Service/Call Center']
#SGunited Jobs Systems Executive / Electro-Optics,ITCAN Pte Limited,Singapore,"36,000-44,400 SGD",[],,16 days ago,/job/sgunited-jobs-systems-executive-electro-optics-itcan-pte-limited-singapore-33662655,SG,founditsg,['Others']
System Engineering,ITCAN Pte Limited,Singapore,"42,000-48,000 SGD",[],,16 days ago,/job/system-engineering-itcan-pte-limited-singapore-33662483,SG,founditsg,['Systems Engineer']
Pega Lead System Architect,Tech Aalto Pte. Ltd,Raffles Link / Raffles Place,"84,000-180,000 SGD",['Contract Job'],,15 days ago,/job/pega-lead-system-architect-tech-aalto-pte-ltd-raffles-link-raffles-place-33466988,SG,founditsg,['System Analyst/Tech Architect']
Data Solutions Architect,Capgemini Singapore Pte Ltd,Marina,"120,000-216,000 SGD",[],,16 days ago,/job/data-solutions-architect-capgemini-singapore-pte-ltd-marina-33521325,SG,founditsg,['Solution Architect/Enterprise Architect']
"#SGunited Jobs Infrastructure Engineer, Systems",ITCAN Pte Limited,Singapore,"72,000-81,600 SGD",[],,16 days ago,/job/sgunited-jobs-infrastructure-engineer-systems-itcan-pte-limited-singapore-33662486,SG,founditsg,['Systems Engineer']
Cloud Developer,Tech Aalto Pte. Ltd,Raffles Link / Raffles Place,"72,000-156,000 SGD",[],,15 days ago,/job/cloud-developer-tech-aalto-pte-ltd-raffles-link-raffles-place-33881547,SG,founditsg,['Software Developer']
SAP Analytics Leader (SAP HANA data modeling),Capgemini Singapore Pte Ltd,Singapore,"96,000-180,000 SGD",[],,16 days ago,/job/sap-analytics-leader-sap-hana-data-modeling-capgemini-singapore-pte-ltd-singapore-33856322,SG,founditsg,['Other Analytics/Business Intelligence']
Technical Services Manager (Software Industry),Triton AI Pte Ltd,Anson,"144,000-192,000 SGD",[],,20 days ago,/job/technical-services-manager-software-industry-triton-ai-pte-ltd-anson-33820086,SG,founditsg,['Team Leader/Technical Leader']
Golang Developer,Tech Aalto Pte. Ltd,Raffles Link / Raffles Place,"66,000-156,000 SGD",['Contract Job'],,15 days ago,/job/golang-developer-tech-aalto-pte-ltd-raffles-link-raffles-place-33881542,SG,founditsg,['Software Developer']
Developer,Encora Technologies Pte Ltd,Singapore,"60,000-96,000 SGD",['Contract Job'],,15 days ago,/job/developer-encora-technologies-pte-ltd-singapore-33861443,SG,founditsg,['Software Engineer/Programmer']
System Engineer,ITCAN Pte Limited,Singapore,"42,000-66,000 SGD",[],,16 days ago,/job/system-engineer-itcan-pte-limited-singapore-33662668,SG,founditsg,['Systems Engineer']
Network Service Manager,Helius Technologies Pte Ltd,Singapore,"102,000-120,000 SGD",[],,16 days ago,/job/network-service-manager-helius-technologies-pte-ltd-singapore-33836904,SG,founditsg,"['Network Administrator', 'Network Designer']"
Gen AI Data Scientist,Encora Technologies Pte Ltd,Singapore,"96,000-132,000 SGD",['Contract Job'],,15 days ago,/job/gen-ai-data-scientist-encora-technologies-pte-ltd-singapore-33861441,SG,founditsg,['Datawarehousing Consultants']
Cloud Systems Engineer (PERMANENT ROLE),Helius Technologies Pte Ltd,Singapore,"48,000-72,000 SGD",[],,16 days ago,/job/cloud-systems-engineer-permanent-role-helius-technologies-pte-ltd-singapore-33831212,SG,founditsg,['Systems Engineer']
Senior Systems Engineer (CCTV),ITCAN Pte Limited,Singapore,"72,000-84,000 SGD",[],,16 days ago,/job/senior-systems-engineer-cctv-itcan-pte-limited-singapore-33662824,SG,founditsg,['Systems Engineer']
System Engineer,Helius Technologies Pte Ltd,Singapore,"42,000-66,000 SGD",['Contract Job'],,16 days ago,/job/system-engineer-helius-technologies-pte-ltd-singapore-33836898,SG,founditsg,['Systems Engineer']
Sales Account Manager,Tech Aalto Pte. Ltd,Raffles Link / Raffles Place,"60,000-144,000 SGD",[],,15 days ago,/job/sales-account-manager-tech-aalto-pte-ltd-raffles-link-raffles-place-33754352,SG,founditsg,['Sales Executive/Account Manager']
Account Manager (Financial Service),Capgemini Singapore Pte Ltd,"Shenton Way, Marina","96,000-180,000 SGD",[],,16 days ago,/job/account-manager-financial-service-capgemini-singapore-pte-ltd-shenton-way-marina-33521144,SG,founditsg,['Accounts Manager']
Scrum Master-Private Banking Domain,Tech Aalto Pte. Ltd,Raffles Link / Raffles Place,"84,000-132,000 SGD",['Contract Job'],,15 days ago,/job/scrum-master-private-banking-domain-tech-aalto-pte-ltd-raffles-link-raffles-place-33881544,SG,founditsg,['System Analyst/Tech Architect']
Release Engineer,Helius Technologies Pte Ltd,Singapore,"78,000-90,000 SGD",['Contract Job'],,16 days ago,/job/release-engineer-helius-technologies-pte-ltd-singapore-33744691,SG,founditsg,['Software Engineer/Programmer']
ACI Engineer Cisco Application Centric Infrastructure,Tech Aalto Pte. Ltd,Raffles Link / Raffles Place,"66,000-108,000 SGD",['Contract Job'],,15 days ago,/job/aci-engineer-cisco-application-centric-infrastructure-tech-aalto-pte-ltd-raffles-link-raffles-place-33467024,SG,founditsg,['Network Engineer']
Service Delivery Manager,Capgemini Singapore Pte Ltd,"Shenton Way, Tanjong Pagar, Raffles Link / Raffles Place","72,000-144,000 SGD",[],,16 days ago,/job/service-delivery-manager-capgemini-singapore-pte-ltd-shenton-way-tanjong-pagar-raffles-link-raffles-place-33513005,SG,founditsg,['Project Management']
Compliance - KYC Analyst,Helius Technologies Pte Ltd,Singapore,"108,000-120,000 SGD",['Contract Job'],,16 days ago,/job/compliance-kyc-analyst-helius-technologies-pte-ltd-singapore-33744710,SG,founditsg,['Risk Management']
Software Quality Engineer(Senior),Tech Aalto Pte. Ltd,Raffles Link / Raffles Place,"86,400-108,000 SGD",[],,15 days ago,/job/software-quality-engineer-senior-tech-aalto-pte-ltd-raffles-link-raffles-place-33881551,SG,founditsg,['Systems Engineer']
Developer,Encora Technologies Pte Ltd,Singapore,"96,000-114,000 SGD",['Contract Job'],,15 days ago,/job/developer-encora-technologies-pte-ltd-singapore-33861448,SG,founditsg,['Software Engineer/Programmer']
Cloud Developer,Tech Aalto Pte. Ltd,Raffles Link / Raffles Place,"90,000-105,600 SGD",[],,15 days ago,/job/cloud-developer-tech-aalto-pte-ltd-raffles-link-raffles-place-33881545,SG,founditsg,['Software Developer']
Account Cybersecurity Program Manager,Capgemini Singapore Pte Ltd,Singapore,"108,000-180,000 SGD",[],,16 days ago,/job/account-cybersecurity-program-manager-capgemini-singapore-pte-ltd-singapore-33856319,SG,founditsg,['Other Finance & Accounts']
Solution Architect,Tech Aalto Pte. Ltd,Raffles Link / Raffles Place,"108,000-138,000 SGD",[],,15 days ago,/job/solution-architect-tech-aalto-pte-ltd-raffles-link-raffles-place-33881548,SG,founditsg,['Solution Architect/Enterprise Architect']
Functional Business Analyst,Encora Technologies Pte Ltd,Singapore,"108,000-132,000 SGD",['Contract Job'],,15 days ago,/job/functional-business-analyst-encora-technologies-pte-ltd-singapore-33861857,SG,founditsg,['Business Analyst']
Salesforce Solution Architect,Capgemini Singapore Pte Ltd,Singapore,"120,000-240,000 SGD",[],,16 days ago,/job/salesforce-solution-architect-capgemini-singapore-pte-ltd-singapore-33856441,SG,founditsg,['Solution Architect/Enterprise Architect']
System Analyst,Encora Technologies Pte Ltd,Singapore,"96,000-120,000 SGD",['Contract Job'],,15 days ago,/job/system-analyst-encora-technologies-pte-ltd-singapore-33861859,SG,founditsg,['System Analyst/Tech Architect']
Senior Data Engineer (Informatica and MS Fabric),Helius Technologies Pte Ltd,Singapore,"78,000-90,000 SGD",[],,16 days ago,/job/senior-data-engineer-informatica-and-ms-fabric-helius-technologies-pte-ltd-singapore-33744701,SG,founditsg,['Database Architect/Designer']
Automation Tester (Tosca or Selenium),Capgemini Singapore Pte Ltd,Marina,"72,000-108,000 SGD",[],,16 days ago,/job/automation-tester-tosca-or-selenium-capgemini-singapore-pte-ltd-marina-33521143,SG,founditsg,['Software Developer']
Technical Writer Business Analyst,Tech Aalto Pte. Ltd,Raffles Link / Raffles Place,"84,000-180,000 SGD",[],,15 days ago,/job/technical-writer-business-analyst-tech-aalto-pte-ltd-raffles-link-raffles-place-33763830,SG,founditsg,['Technical Writer']
Calypso Application Support Programmer,Capgemini Singapore Pte Ltd,"Shenton Way, Marina","84,000-132,000 SGD",[],,16 days ago,/job/calypso-application-support-programmer-capgemini-singapore-pte-ltd-shenton-way-marina-33513023,SG,founditsg,['Application Support']
Junior Data Engineer (Fresh Grad),Capgemini Singapore Pte Ltd,Singapore,"52,800-52,800 SGD",[],,16 days ago,/job/junior-data-engineer-fresh-grad-capgemini-singapore-pte-ltd-singapore-33856317,SG,founditsg,['Fresher']
L1 / L2 Desktop Support Engineer,Tech Aalto Pte. Ltd,Raffles Link / Raffles Place,"31,200-33,600 SGD",['Contract Job'],,15 days ago,/job/l1-l2-desktop-support-engineer-tech-aalto-pte-ltd-raffles-link-raffles-place-33467050,SG,founditsg,['Technical Support Engineer']
Data Centre On-site Support Engineer,Encora Technologies Pte Ltd,Singapore,"48,000-72,000 SGD",['Contract Job'],,15 days ago,/job/data-centre-on-site-support-engineer-encora-technologies-pte-ltd-singapore-33861445,SG,founditsg,['Technical Support Engineer']
Admin Assistant / Project coordinator- (URGENT HIRING),ITCAN Pte Limited,"Raffles Link / Raffles Place, Cecil Street","24,000-42,000 SGD",[],,16 days ago,/job/admin-assistant-project-coordinator-urgent-hiring-itcan-pte-limited-raffles-link-raffles-place-cecil-street-33662252,SG,founditsg,
Admin Executive,ITCAN Pte Limited,Singapore,"31,200-42,000 SGD",[],,16 days ago,/job/admin-executive-itcan-pte-limited-singapore-33662844,SG,founditsg,
Business Analyst,Encora Technologies Pte Ltd,Singapore,"84,000-102,000 SGD",['Contract Job'],,15 days ago,/job/business-analyst-encora-technologies-pte-ltd-singapore-33861447,SG,founditsg,['Business Analyst']
Devops Engineer,Tech Aalto Pte. Ltd,Raffles Link / Raffles Place,"84,000-180,000 SGD",['Contract Job'],,15 days ago,/job/devops-engineer-tech-aalto-pte-ltd-raffles-link-raffles-place-33466947,SG,founditsg,"['Devops', 'Software Developer']"
System Engineer,ITCAN Pte Limited,"Raffles Link / Raffles Place, Cecil Street","42,000-66,000 SGD",[],,16 days ago,/job/system-engineer-itcan-pte-limited-raffles-link-raffles-place-cecil-street-33662247,SG,founditsg,['Systems Engineer']
Calypso Developer Engineer,Capgemini Singapore Pte Ltd,Singapore,"84,000-120,000 SGD",[],,16 days ago,/job/calypso-developer-engineer-capgemini-singapore-pte-ltd-singapore-33856442,SG,founditsg,['Software Developer']
System Engineer (CCTV),ITCAN Pte Limited,Singapore,"48,000-54,000 SGD",[],,16 days ago,/job/system-engineer-cctv-itcan-pte-limited-singapore-33662811,SG,founditsg,"['System Engineer', 'Systems Engineer']"
#SGunited Jobs Cloud Engineer,ITCAN Pte Limited,Singapore,"72,000-90,000 SGD",[],,16 days ago,/job/sgunited-jobs-cloud-engineer-itcan-pte-limited-singapore-33662662,SG,founditsg,['Devops']
PMO Analyst,Helius Technologies Pte Ltd,Singapore,"42,000-48,000 SGD",[],,16 days ago,/job/pmo-analyst-helius-technologies-pte-ltd-singapore-33744708,SG,founditsg,['Project Co-ordinator']
Infrastructure Automation Engineer,Tech Aalto Pte. Ltd,Raffles Link / Raffles Place,"72,000-102,000 SGD",['Contract Job'],,15 days ago,/job/infrastructure-automation-engineer-tech-aalto-pte-ltd-raffles-link-raffles-place-33467012,SG,founditsg,['Others']
#SGunited Jobs Associate Engineer / IT Admin / Project Admin,ITCAN Pte Limited,Singapore,"36,000-42,000 SGD",[],,16 days ago,/job/sgunited-jobs-associate-engineer-it-admin-project-admin-itcan-pte-limited-singapore-33662663,SG,founditsg,['Others']
System Engineer (EUC & Network),Triton AI Pte Ltd,Anson,"60,000-78,000 SGD",[],,20 days ago,/job/system-engineer-euc-network-triton-ai-pte-ltd-anson-33820074,SG,founditsg,['System Engineer']
DevOps- SRE Engineer,Helius Technologies Pte Ltd,Singapore,"90,000-108,000 SGD",[],,16 days ago,/job/devops-sre-engineer-helius-technologies-pte-ltd-singapore-33831206,SG,founditsg,['Devops']
#SGUNITED JOBS - Service Desk Engineer (IT Remote Support),ITCAN Pte Limited,Singapore,"24,000-42,000 SGD",[],,16 days ago,/job/sgunited-jobs-service-desk-engineer-it-remote-support-itcan-pte-limited-singapore-33662248,SG,founditsg,['Customer Support Engineer/Technician']
Application Administrator- IBM TM1,Tech Aalto Pte. Ltd,Raffles Link / Raffles Place,"60,000-120,000 SGD",[],,15 days ago,/job/application-administrator-ibm-tm1-tech-aalto-pte-ltd-raffles-link-raffles-place-33881546,SG,founditsg,['Application Support']
Production Support / Application Support,Helius Technologies Pte Ltd,Singapore,"42,000-51,600 SGD",[],,16 days ago,/job/production-support-application-support-helius-technologies-pte-ltd-singapore-33836901,SG,founditsg,['Application Support']
Senior Java Developer with Big Data Experience,Capgemini Singapore Pte Ltd,Singapore,"96,000-144,000 SGD",[],,16 days ago,/job/senior-java-developer-with-big-data-experience-capgemini-singapore-pte-ltd-singapore-33856320,SG,founditsg,['Software Developer']
Full Stack Java Developer,Capgemini Singapore Pte Ltd,Marina,"72,000-108,000 SGD",[],,16 days ago,/job/full-stack-java-developer-capgemini-singapore-pte-ltd-marina-33521146,SG,founditsg,['Software Developer']
Cloud Devops Engineer,ITCAN Pte Limited,Singapore,"66,000-96,000 SGD",[],,16 days ago,/job/cloud-devops-engineer-itcan-pte-limited-singapore-33662763,SG,founditsg,['Devops']
IT Business Analyst – Front Office / Post-Trade Systems,Capgemini Singapore Pte Ltd,"Shenton Way, Marina","84,000-132,000 SGD",[],,16 days ago,/job/it-business-analyst-front-office-post-trade-systems-capgemini-singapore-pte-ltd-shenton-way-marina-33513039,SG,founditsg,['Business Analyst']
Machine Learning Ops Solution Architect,Capgemini Singapore Pte Ltd,Marina,"120,000-228,000 SGD",[],,16 days ago,/job/machine-learning-ops-solution-architect-capgemini-singapore-pte-ltd-marina-33521328,SG,founditsg,['Solution Architect/Enterprise Architect']
DevOps Engineer,Capgemini Singapore Pte Ltd,"Shenton Way, Raffles Link / Raffles Place, Tanjong Pagar","96,000-144,000 SGD",[],,16 days ago,/job/devops-engineer-capgemini-singapore-pte-ltd-shenton-way-raffles-link-raffles-place-tanjong-pagar-33513016,SG,founditsg,['Devops']
Junior Production Support,Helius Technologies Pte Ltd,Singapore,"48,000-50,400 SGD",['Contract Job'],,16 days ago,/job/junior-production-support-helius-technologies-pte-ltd-singapore-33744698,SG,founditsg,['Others']
Junior Production Support Analyst,Helius Technologies Pte Ltd,Singapore,"48,000-50,400 SGD",[],,16 days ago,/job/junior-production-support-analyst-helius-technologies-pte-ltd-singapore-33744697,SG,founditsg,['Others']
Java Developer,Helius Technologies Pte Ltd,Singapore,"108,000-120,000 SGD",['Contract Job'],,16 days ago,/job/java-developer-helius-technologies-pte-ltd-singapore-33836906,SG,founditsg,['Software Developer']
Business Analyst,Helius Technologies Pte Ltd,Singapore,"84,000-96,000 SGD",['Contract Job'],,16 days ago,/job/business-analyst-helius-technologies-pte-ltd-singapore-33831209,SG,founditsg,['Business Analyst']
Senior Java Developer (Azure Cloud),Helius Technologies Pte Ltd,Singapore,"90,000-96,000 SGD",[],,16 days ago,/job/senior-java-developer-azure-cloud-helius-technologies-pte-ltd-singapore-33831205,SG,founditsg,['Software Engineer/Programmer']
Product Owner / Business Analyst,Helius Technologies Pte Ltd,Singapore,"48,000-78,000 SGD",['Contract Job'],,16 days ago,/job/product-owner-business-analyst-helius-technologies-pte-ltd-singapore-33831210,SG,founditsg,['Business Analyst']
Assosiate System Engineer,Opensource Pte Ltd,Choa Chu Kang,"42,000-60,000 SGD",[],,8 days ago,/job/assosiate-system-engineer-opensource-pte-ltd-choa-chu-kang-34924544,SG,founditsg,"['Software Engineer/Programmer', 'Systems Engineer']"
SAP BA-SD,AMK TECHNOLOGY SDN BHD,Singapore,"144,000-144,000 SGD",[],,12 days ago,/job/sap-ba-sd-amk-technology-sdn-bhd-singapore-34023489,SG,founditsg,['Software Engineer/Programmer']
SAP ABAP,AMK TECHNOLOGY SDN BHD,Singapore,"120,000-120,000 SGD",[],,12 days ago,/job/sap-abap-amk-technology-sdn-bhd-singapore-34023499,SG,founditsg,['Software Engineer/Programmer']
Systems Deployment Engineer,AMK TECHNOLOGY SDN BHD,"Singapore, Jurong West","120,000-120,000 SGD",['Contract Job'],,12 days ago,/job/systems-deployment-engineer-amk-technology-sdn-bhd-singapore-jurong-west-34023501,SG,founditsg,['Systems Engineer']
Blockchain,Exasoft Pte. Ltd.,Singapore,"156,000-162,000 SGD",['Contract Job'],,13 days ago,/job/blockchain-exasoft-pte-ltd-singapore-34837399,SG,founditsg,['Software Engineer/Programmer']
SAP - Project Manager,AMK TECHNOLOGY SDN BHD,Singapore,"144,000-144,000 SGD",[],,12 days ago,/job/sap-project-manager-amk-technology-sdn-bhd-singapore-34023463,SG,founditsg,"['Team Leader/Technical Leader', 'Project Leader/Project Manager']"
Senior Software Developer (.Net),Helius Technologies Pte Ltd,Singapore,"84,000-90,000 SGD",['Contract Job'],,10 days ago,/job/senior-software-developer-net-helius-technologies-pte-ltd-singapore-34896526,SG,founditsg,['Other Roles']
.Net Developer with Sharepoint,Zenith Infotech (S) Pte Ltd,Singapore,"72,000-93,600 SGD",[],,14 days ago,/job/net-developer-with-sharepoint-zenith-infotech-s-pte-ltd-singapore-34837383,SG,founditsg,['Software Engineer/Programmer']
Network Infrastructure Engineer,Helius Technologies Pte Ltd,"Changi Road, Jurong West, Marina","12,000-60,000 SGD",['Contract Job'],,8 days ago,/job/network-infrastructure-engineer-helius-technologies-pte-ltd-changi-road-jurong-west-marina-34924227,SG,founditsg,['Other Roles']
7970|SAP FICO,AMK TECHNOLOGY SDN BHD,"Singapore, Other - Malaysia","60,000-96,000 SGD",[],,12 days ago,/job/7970sap-fico-amk-technology-sdn-bhd-singapore-other-malaysia-33744102,SG,founditsg,"['Database Administrator (DBA)', 'Database Architect/Designer']"
Senior Consultant - (VMware),AMK TECHNOLOGY SDN BHD,Singapore,"120,000-120,000 SGD",[],,12 days ago,/job/senior-consultant-vmware-amk-technology-sdn-bhd-singapore-34023528,SG,founditsg,['Functional Consultant']
Field Engineer - Desktop,Infinite Computer Solutions Pte Ltd,Singapore,"30,000-36,000 SGD",[],,20 days ago,/job/field-engineer-desktop-infinite-computer-solutions-pte-ltd-singapore-34668788,SG,founditsg,"['H/W Installation/Maintenance Engg', 'Technical Support Engineer']"
SAP Solution Architect,vVolve Management Consultants Pte Ltd,Remote,"18,000,000-24,000,000 INR",['Work From Home'],,20 days ago,/job/sap-solution-architect-vvolve-management-consultants-pte-ltd-remote-34790982,SG,founditsg,['Other Roles']
Solutions Consultant - Technology Sector,Cygnify Pte. Ltd,Singapore,"168,000-204,000 SGD",[],,14 days ago,/job/solutions-consultant-technology-sector-cygnify-pte-ltd-singapore-34833760,SG,founditsg,['System Integrator']
Software Test Engineer | 24 months contract,Zenith Infotech (S) Pte Ltd,Singapore,"48,000-84,000 SGD",[],,20 days ago,/job/software-test-engineer-24-months-contract-zenith-infotech-s-pte-ltd-singapore-34780285,SG,founditsg,"['System Analyst', 'Quality Assurance/Control (QA/QC)', 'Subject Matter Expert']"
"Cyber Security Head/Lead – Governance, Risk and Compliance (GRC)",Charterhouse Pte Ltd,Singapore,"108,000-144,000 SGD",[],,4 days ago,/job/cyber-security-head-lead-governance-risk-and-compliance-grc-charterhouse-pte-ltd-singapore-33925973,SG,founditsg,['System Security']
Cyber Security Technologist with expertise (IOT and 5G),Charterhouse Pte Ltd,Singapore,"132,000-204,000 SGD",[],,4 days ago,/job/cyber-security-technologist-with-expertise-iot-and-5g-charterhouse-pte-ltd-singapore-33925975,SG,founditsg,['Security Analyst']
Devops Engineer,Infinite Computer Solutions Pte Ltd,Singapore,"72,000-78,000 SGD",[],,23 days ago,/job/devops-engineer-infinite-computer-solutions-pte-ltd-singapore-32924567,SG,founditsg,"['Technology (IT)', 'Devops']"
IBM Guardium Administrator,Percept Solutions Pte ltd,Singapore,"72,000-108,000 SGD",[],,a month ago,/job/ibm-guardium-administrator-percept-solutions-pte-ltd-singapore-34479848,SG,founditsg,['Software Engineer/Programmer']
System Deployment Engineer,Arient Solutions,Singapore,"102,000-120,000 SGD",['Contract Job'],,a month ago,/job/system-deployment-engineer-arient-solutions-singapore-34552673,SG,founditsg,"['Software Developer', 'Software Engineer/Programmer']"
Data Centre Engineer,EIRE Systems Singapore PTE. LTD.,Singapore,"42,000-51,000 SGD",[],,a month ago,/job/data-centre-engineer-eire-systems-singapore-pte-ltd-singapore-34563942,SG,founditsg,['Other Roles']
Software Engineer,Bahwan CyberTek Private Limited,Singapore,"48,000-72,000 SGD",[],,a month ago,/job/software-engineer-bahwan-cybertek-private-limited-singapore-34566533,SG,founditsg,['Other Roles']
Network Engineer - L2,Ensoft Consulting Pte Ltd,Singapore,"66,000-102,000 SGD",[],,22 days ago,/job/network-engineer-l2-ensoft-consulting-pte-ltd-singapore-34622801,SG,founditsg,['Other Roles']
Software Developer,Bahwan CyberTek Private Limited,Singapore,"36,000-48,000 SGD",[],,a month ago,/job/software-developer-bahwan-cybertek-private-limited-singapore-34566532,SG,founditsg,['Other Roles']
Devops Engineer,Arient Solutions,Singapore,"84,000-108,000 SGD",['Contract Job'],,22 days ago,/job/devops-engineer-arient-solutions-singapore-34669733,SG,founditsg,['Software Developer']
Temenos T24 Project Manager,Arient Solutions,Singapore,"120,000-138,000 SGD",['Contract Job'],,a month ago,/job/temenos-t24-project-manager-arient-solutions-singapore-34563846,SG,founditsg,['Project Leader/Project Manager']
Azure Data Engineer,Bahwan CyberTek Private Limited,Singapore,"72,000-90,000 SGD",[],,a month ago,/job/azure-data-engineer-bahwan-cybertek-private-limited-singapore-34566530,SG,founditsg,['Other Roles']
Site Reliability Engineer,Tata Consultancy Services Limited,Singapore,"3,000-60,000 SGD",[],,25 days ago,/job/site-reliability-engineer-tata-consultancy-services-limited-singapore-34055034,SG,founditsg,['Software Engineer/Programmer']
Test Manager,Tata Consultancy Services Limited,Singapore,"2,400-6,000 SGD",[],,25 days ago,/job/test-manager-tata-consultancy-services-limited-singapore-34055037,SG,founditsg,['Software Engineer/Programmer']
Full Stack Developer,Tata Consultancy Services Limited,Penang Road,"1,680-120,000 MYR",[],,25 days ago,/job/full-stack-developer-tata-consultancy-services-limited-penang-road-34055638,SG,founditsg,['Software Engineer/Programmer']
Senior Technical Lead (PEGA),Tata Consultancy Services Limited,Singapore,"3,000-60,000 SGD",[],,25 days ago,/job/senior-technical-lead-pega-tata-consultancy-services-limited-singapore-34055035,SG,founditsg,['Software Engineer/Programmer']
Project Manager,Tata Consultancy Services Limited,Singapore,"6,000-60,000 SGD",[],,25 days ago,/job/project-manager-tata-consultancy-services-limited-singapore-34055038,SG,founditsg,['Software Engineer/Programmer']
AI Architect,Tata Consultancy Services Limited,Singapore,"120,000-120,000 SGD",[],,25 days ago,/job/ai-architect-tata-consultancy-services-limited-singapore-34041411,SG,founditsg,['Software Engineer/Programmer']
Data Engineer,Tata Consultancy Services Limited,Singapore,"8,400-9,600 SGD",[],,25 days ago,/job/data-engineer-tata-consultancy-services-limited-singapore-33668337,SG,founditsg,['Software Engineer/Programmer']
Data Platform Engineer,Zenith Infotech (S) Pte Ltd,Singapore,"84,000-120,000 SGD",['Contract Job'],,a month ago,/job/data-platform-engineer-zenith-infotech-s-pte-ltd-singapore-34098916,SG,founditsg,['Database Architect/Designer']
SEEBURGER BIS Integration Specialist,Tech Aalto Pte. Ltd,Raffles Link / Raffles Place,"72,000-96,000 SGD",['Contract Job'],,a month ago,/job/seeburger-bis-integration-specialist-tech-aalto-pte-ltd-raffles-link-raffles-place-34046930,SG,founditsg,['System Integration Technician']
Senior Sales Engineer,Trend Micro Singapore,Singapore,"120,000-168,000 SGD",[],,a month ago,/job/senior-sales-engineer-trend-micro-singapore-singapore-34344348,SG,founditsg,"['Sales Promotion Manager', 'Sales Engineer']"
Actimize SAM developer,eTeam Inc,Singapore,108-108 SGD,['Contract Job'],,2 months ago,/job/actimize-sam-developer-eteam-inc-singapore-34023520,SG,founditsg,['Software Engineer/Programmer']
"Program Manager, APJ Sales Development",eTeam Inc,Singapore,108-108 SGD,[],,2 months ago,/job/program-manager-apj-sales-development-eteam-inc-singapore-34024385,SG,founditsg,"['Team Leader', 'Sales Promotion Manager', 'Product Manager']"
