title,category,company,location,country,min_salary,max_salary,avg_salary,currency,job_type,work_arrangement,level,date_posted,job_link,source
Sales Tech & Innovation Resolution Officer,Sales / Technical Sales,Krungsri Bank,Bangkok,TH,,,,,Full time,Hybrid,,2025-05-05,https://th.jobsdb.com/job/83993324,jobsdbth
IT Security / Data Security,Cybersecurity,Changan Automobile,Rayong,TH,,,,,Full time,On-site,,2025-05-19,https://th.jobsdb.com/job/84311840,jobsdbth
Product Manager,Project & Product Management,aCommerce,"Vadhana, Bangkok",TH,,,,,Full time,Hybrid,Manager,2025-05-23,https://th.jobsdb.com/job/84431079,jobsdbth
Full Stack Developer (Contract),Software/Web Development,Tisco Financial Group,"Sathon, Bangkok",TH,,,,,Contract/Temp,Hybrid,,2025-05-07,https://th.jobsdb.com/job/84049457,jobsdbth
BI Developer,Software/Web Development,G-Able,"Yan Nawa, Bangkok",TH,,,,,Full time,Hybrid,,2025-05-07,https://th.jobsdb.com/job/84061103,jobsdbth
Business Analyst IT,Data & Analytics,1Moby,"Huai Khwang, Bangkok",TH,35000,50000,42500,THB,Full time,Hybrid,,2025-05-19,https://th.jobsdb.com/job/84288397,jobsdbth
SAP Sales Manager,SAP / ERP,Eviden IT Solutions And Services Limited,Bangkok,TH,,,,,Full time,Hybrid,Manager,2025-05-21,https://th.jobsdb.com/job/84370391,jobsdbth
Front End Developer,Software/Web Development,Aware Corporation,Bangkok,TH,,,,,Full time,On-site,,2025-05-20,https://th.jobsdb.com/job/84350231,jobsdbth
IT System Officer (Junior level/Welcome new graduates),Infra & System,Akebono Brake Industry,Chon Buri,TH,,,,,Full time,On-site,Junior,2025-05-26,https://th.jobsdb.com/job/84482847,jobsdbth
Linux Middleware Engineer,Infra & System,Bred IT,"Sathon, Bangkok",TH,75000,110000,92500,THB,Full time,Hybrid,,2025-05-09,https://th.jobsdb.com/job/84121540,jobsdbth
Customer and Segment Analysis,Other,Ngern Tid Lor,"Phaya Thai, Bangkok",TH,,,,,Full time,On-site,,2025-05-20,https://th.jobsdb.com/job/83737761,jobsdbth
System Analyst / Business Analyst (3 years+ experiences),Data & Analytics,Cornerstone Global Partners,Bangkok,TH,,,,,Full time,Remote,,2025-05-16,https://th.jobsdb.com/job/84275294,jobsdbth
IT Manager,Other,"Hiregrid Recruitment (Thailand) Co., Ltd.","Bueng Kum, Bangkok",TH,50000,70000,60000,THB,Full time,On-site,Manager,2025-05-26,https://th.jobsdb.com/job/84483270,jobsdbth
MIS Analyst_VBA Skill,Other,Krungsri Bank,Bangkok Metropolitan Region,TH,25000,35000,30000,THB,Full time,Hybrid,,2025-05-26,https://th.jobsdb.com/job/84471428,jobsdbth
IT Infrastructure Specialist (Network),Network,INTEQC,"Mueang Samut Sakhon, Samut Sakhon",TH,40000,60000,50000,THB,Full time,On-site,,2025-05-26,https://th.jobsdb.com/job/84477370,jobsdbth
Software Engineer,Software/Web Development,Image Future (Thailand) Limited,"Khlong Toei, Bangkok",TH,,,,,Full time,On-site,,2025-05-19,https://th.jobsdb.com/job/84321608,jobsdbth
Data Analytics (SPX Express),Data & Analytics,Shopee,Bangkok,TH,,,,,Full time,Hybrid,,2025-04-02,https://th.jobsdb.com/job/83241605,jobsdbth
Java Developer (Full Stack),Software/Web Development,Thai Life Insurance,"Din Daeng, Bangkok",TH,,,,,Full time,On-site,,2025-05-19,https://th.jobsdb.com/job/84280638,jobsdbth
IT Risk Management,Other,The Thai Credit Bank Public Company Limited,"Din Daeng, Bangkok",TH,47000,70000,58500,THB,Full time,On-site,,2025-04-28,https://th.jobsdb.com/job/83849665,jobsdbth
System Analyst,Infra & System,"Counter Service Co., Ltd.","Sathon, Bangkok",TH,,,,,Full time,On-site,,2025-05-20,https://th.jobsdb.com/job/84335624,jobsdbth
Senior Level - Project Management Specialist (PMO),Project & Product Management,Ngernturbo,"Pak Kret, Nonthaburi",TH,,,,,Full time,On-site,Senior,2025-05-13,https://th.jobsdb.com/job/84177661,jobsdbth
Manager - ICT (Head Office),Other,Yan Wal Yun,"Sathon, Bangkok",TH,,,,,Full time,On-site,Manager,2025-05-06,https://th.jobsdb.com/job/84014493,jobsdbth
Product Owner (OTA),Project & Product Management,Ascend Group,Bangkok,TH,60000,85000,72500,THB,Full time,On-site,,2025-05-12,https://th.jobsdb.com/job/84163027,jobsdbth
Senior Software Developer,Software/Web Development,ReadyPlanet,"Bang Kapi, Bangkok",TH,,,,,Full time,On-site,Senior,2025-04-30,https://th.jobsdb.com/job/83914699,jobsdbth
Data Analyst/Digital Performance (Food industry),Data & Analytics,"N Infinite Co.,Ltd","Pathum Wan, Bangkok",TH,,,,,Full time,Hybrid,,2025-04-29,https://th.jobsdb.com/job/83881996,jobsdbth
System Analyst,Infra & System,ExxonMobil,"Bang Rak, Bangkok",TH,,,,,Full time,On-site,,2025-05-08,https://th.jobsdb.com/job/84076131,jobsdbth
Software Engineer (Go/React/Next.js)(Associate - Team lead),Software/Web Development,Bitkub Online,Bangkok,TH,,,,,Full time,Hybrid,Manager,2025-04-28,https://th.jobsdb.com/job/83262828,jobsdbth
DevOps Engineer,Cloud & Devops,Gosoft,"Pak Kret, Nonthaburi",TH,,,,,Full time,Hybrid,,2025-05-16,https://th.jobsdb.com/job/84271194,jobsdbth
AI Engineer,AI / Data Science,Fabrinet,Pathum Thani,TH,,,,,Full time,On-site,,2025-05-27,https://th.jobsdb.com/job/84505783,jobsdbth
IT Executive,Other,Midea Group,"Chatuchak, Bangkok",TH,,,,,Full time,On-site,,2025-05-19,https://th.jobsdb.com/job/84307645,jobsdbth
System Engineer Officer,Infra & System,Yamato Unyu,"Suan Luang, Bangkok",TH,,,,,Full time,On-site,,2025-05-22,https://th.jobsdb.com/job/84406832,jobsdbth
"Specialist, Product Manager",Project & Product Management,True Corporation,Bangkok Metropolitan Region,TH,,,,,Full time,Hybrid,Manager,2025-05-19,https://th.jobsdb.com/job/84317578,jobsdbth
Data Preparation Staff,Data & Analytics,Tisco Financial Group,Bangkok,TH,,,,,Full time,On-site,,2025-05-20,https://th.jobsdb.com/job/84336981,jobsdbth
Middle Front End Developer,Software/Web Development,TOTOIT,Chiang Mai,TH,40000,45000,42500,THB,Full time,Hybrid,,2025-04-29,https://th.jobsdb.com/job/83891200,jobsdbth
Business Financial Analyst-G Tower Rama 9,Other,Central Pattana,"Huai Khwang, Bangkok",TH,,,,,Full time,On-site,,2025-05-19,https://th.jobsdb.com/job/84312261,jobsdbth
Presales Support (Government Services) - ลูกค้ากลุ่มราชการ,IT Consulting & Solutions,Chan Wanich,"Bang Rak, Bangkok",TH,,,,,Full time,On-site,,2025-05-02,https://th.jobsdb.com/job/81993066,jobsdbth
Machine Learning Engineer,AI / Data Science,ExxonMobil,"Bang Rak, Bangkok",TH,,,,,Full time,On-site,,2025-05-08,https://th.jobsdb.com/job/84075636,jobsdbth
IT System Enabler,Infra & System,AEON Thana Sinsap,"Khlong Toei, Bangkok",TH,,,,,Full time,Hybrid,,2025-05-27,https://th.jobsdb.com/job/84509708,jobsdbth
Solution Architect/Delivery PM,Infra & System,Krungsri Bank,"Yan Nawa, Bangkok",TH,,,,,Full time,Hybrid,,2025-05-14,https://th.jobsdb.com/job/84220997,jobsdbth
System Analyst (Contract / Outsource),Infra & System,Aware Corporation,Bangkok,TH,,,,,Contract/Temp,On-site,,2025-05-27,https://th.jobsdb.com/job/84508598,jobsdbth
"Project Coordinator (IT, Software Industry)",Software/Web Development,,"Sathon, Bangkok",TH,30000,40000,35000,THB,Full time,On-site,,2025-05-08,https://th.jobsdb.com/job/84091243,jobsdbth
Test Lead or Test Manager (Automated Testing),Quality Assurance & Testing,Advanced Research Group,Bangkok,TH,,,,,Full time,On-site,Manager,2025-05-08,https://th.jobsdb.com/job/84077059,jobsdbth
Urgent!!!  Head of IT [Strong infra & Network/IT Operation]@BKK (ID: 607630),Network,Persolkelly,Bangkok,TH,180000,250000,215000,THB,Full time,On-site,Manager,2025-05-19,https://th.jobsdb.com/job/84324119,jobsdbth
Data Management,Data & Analytics,Krungthai Bank,Bangkok,TH,,,,,Full time,Hybrid,,2025-05-20,https://th.jobsdb.com/job/84348163,jobsdbth
Senior Full-Stack Engineer (C# .Net/Azure/React.JS),Cloud & Devops,PRTR Recruitment,Bangkok,TH,,,,,Full time,,Senior,2025-05-27,https://th.jobsdb.com/job/84494069,jobsdbth
IT Compliance Senior Officer / Manager,Other,,Bangkok,TH,,,,,Full time,On-site,Senior,2025-05-13,https://th.jobsdb.com/job/84197525,jobsdbth
Project Manager,Project & Product Management,,Bangkok,TH,80000,100000,90000,THB,Full time,On-site,Manager,2025-05-10,https://th.jobsdb.com/job/84134596,jobsdbth
Functional Controller Manager,Other,Central Group,"Bang Rak, Bangkok",TH,,,,,Full time,On-site,Manager,2025-05-06,https://th.jobsdb.com/job/84022550,jobsdbth
Penetration Tester,Quality Assurance & Testing,Private Advertiser,"Sathon, Bangkok",TH,,,,,Full time,On-site,,2025-05-26,https://th.jobsdb.com/job/84466417,jobsdbth
"Officer, SSHE IS  (3 - Years Contract, Renewable)",Other,PTT Exploration and Production,"Chatuchak, Bangkok",TH,,,,,Full time,Hybrid,,2025-05-06,https://th.jobsdb.com/job/84029938,jobsdbth
System Engineer,Infra & System,Sumitomo Mitsui Banking Corporation,"Sathon, Bangkok",TH,,,,,Full time,Hybrid,,2025-05-09,https://th.jobsdb.com/job/84107293,jobsdbth
Business Analyst – Supporting data analysis to drive insights,Data & Analytics,Cathcart Associates,Bangkok,TH,40000,50000,45000,THB,Full time,On-site,,2025-04-29,https://th.jobsdb.com/job/83888854,jobsdbth
Software Tester (Automate/Performance/Manual),Quality Assurance & Testing,Playtorium,"Phaya Thai, Bangkok",TH,,,,,Full time,Hybrid,,2025-05-06,https://th.jobsdb.com/job/84017633,jobsdbth
Test Engineer (Contract 12 months),Quality Assurance & Testing,Tisco Financial Group,"Sathon, Bangkok",TH,,,,,Contract/Temp,Hybrid,,2025-05-22,https://th.jobsdb.com/job/84405657,jobsdbth
Sales Engineer,Sales / Technical Sales,,Bangkok,TH,25000,35000,30000,THB,Full time,Hybrid,,2025-05-07,https://th.jobsdb.com/job/84056276,jobsdbth
Senior Windows Infrastructure Engineer,Infra & System,Bred IT,"Sathon, Bangkok",TH,,,,,Full time,Hybrid,Senior,2025-05-07,https://th.jobsdb.com/job/84060421,jobsdbth
Sales Specialist for Broadcast solution platform,Sales / Technical Sales,Thaicom,"Chatuchak, Bangkok",TH,,,,,Full time,On-site,,2025-05-26,https://th.jobsdb.com/job/84481016,jobsdbth
Junior QA / Software Tester (Automation),Quality Assurance & Testing,Krungsri Bank,"Yan Nawa, Bangkok",TH,,,,,Full time,Hybrid,Junior,2025-05-16,https://th.jobsdb.com/job/84281115,jobsdbth
Department Manager - Product Owner,Project & Product Management,Lotus's,"Bueng Kum, Bangkok",TH,,,,,Full time,On-site,Manager,2025-05-14,https://th.jobsdb.com/job/82927098,jobsdbth
Business Analyst Team Lead,Data & Analytics,KASIKORN Business-Technology Group,Nonthaburi,TH,,,,,Full time,Hybrid,Manager,2025-05-21,https://th.jobsdb.com/job/84379243,jobsdbth
DevOps Engineer,Cloud & Devops,"Asset Net Co., Ltd.","Huai Khwang, Bangkok",TH,60000,80000,70000,THB,Full time,On-site,,2025-04-28,https://th.jobsdb.com/job/83864234,jobsdbth
IT-OT System and Software Engineer (Heat pump factory),Software/Web Development,Stiebel Eltron Asia,Ayutthaya,TH,,,,,Full time,On-site,,2025-05-16,https://th.jobsdb.com/job/84176399,jobsdbth
Software Tester/นักทดสอบโปรแกรมคอมพิวเตอร์,Software/Web Development,Aware Corporation,Bangkok,TH,,,,,Contract/Temp,On-site,,2025-05-19,https://th.jobsdb.com/job/84326751,jobsdbth
Program Management Manager (IT),Other,"SCB Tech X Co., Ltd.","Chatuchak, Bangkok",TH,,,,,Full time,Hybrid,Manager,2025-05-08,https://th.jobsdb.com/job/84092104,jobsdbth
Machine Learning Engineer,AI / Data Science,Siam Commercial Bank,"Chatuchak, Bangkok",TH,,,,,Full time,Hybrid,,2025-05-08,https://th.jobsdb.com/job/84089178,jobsdbth
Manager - IT Application Development and Support,Other,Green Spot,Bangkok,TH,,,,,Full time,On-site,Manager,2025-05-07,https://th.jobsdb.com/job/84063962,jobsdbth
QA Engineer (Manual/Automated Testing),Quality Assurance & Testing,CardX,Bangkok,TH,,,,,Full time,Hybrid,,2025-05-10,https://th.jobsdb.com/job/84137124,jobsdbth
Senior Quality Assurance,Quality Assurance & Testing,NTT Data,Bangkok,TH,,,,,Full time,Hybrid,Senior,2025-05-26,https://th.jobsdb.com/job/84474547,jobsdbth
DATABASE  ADMINISTRATOR,Infra & System,Tisco Financial Group,Bangkok,TH,,,,,Full time,On-site,,2025-05-26,https://th.jobsdb.com/job/84470439,jobsdbth
Network Engineer Manager,Network,PlayPark,Bangkok,TH,,,,,Full time,Hybrid,Manager,2025-05-13,https://th.jobsdb.com/job/84184121,jobsdbth
Data Project Manager,Project & Product Management,Kiatnakin Phatra Financial Group,Bangkok,TH,,,,,Full time,Hybrid,Manager,2025-05-08,https://th.jobsdb.com/job/84088692,jobsdbth
"Cybersecurity Presales, IT Presales Consultant",IT Consulting & Solutions,,Bangkok,TH,40000,60000,50000,THB,Full time,Hybrid,,2025-05-27,https://th.jobsdb.com/job/84499858,jobsdbth
Infra Service Support,Infra & System,G-Able,Nan,TH,,,,,Contract/Temp,On-site,,2025-05-27,https://th.jobsdb.com/job/84500195,jobsdbth
Frontend O&M Engineer,Software/Web Development,"FETC International (Thailand) Co., Ltd.",Nakhon Pathom,TH,,,,,Full time,On-site,,2025-05-08,https://th.jobsdb.com/job/84078110,jobsdbth
Data Scientist (AI Engineer),Data & Analytics,KPMG,"Sathon, Bangkok",TH,,,,,Full time,Hybrid,,2025-04-29,https://th.jobsdb.com/job/83891423,jobsdbth
HRIS Specialist (Workday System),Infra & System,Wyndham Destinations,Phuket,TH,,,,,Full time,On-site,,2025-05-20,https://th.jobsdb.com/job/84349924,jobsdbth
IT Tester,Quality Assurance & Testing,,"Khlong San, Bangkok",TH,,,,,Full time,On-site,,2025-05-08,https://th.jobsdb.com/job/84097680,jobsdbth
junior software tester,Software/Web Development,"Counter Service Co., Ltd.","Sathon, Bangkok",TH,,,,,Full time,On-site,Junior,2025-05-06,https://th.jobsdb.com/job/84027515,jobsdbth
Senior IT Business Solution Manager,Other,Kensington Associates Recruitment,Bangkok,TH,150000,200000,175000,THB,Full time,Hybrid,Senior,2025-05-15,https://th.jobsdb.com/job/84244595,jobsdbth
Full Stack Java Developer,Software/Web Development,AIA,"Bang Rak, Bangkok",TH,,,,,Full time,Hybrid,,2025-05-26,https://th.jobsdb.com/job/84466871,jobsdbth
Senior Angular/Python Software Developer/Programmer,Software/Web Development,Codium,"Pathum Wan, Bangkok",TH,,,,,Full time,On-site,Senior,2025-05-26,https://th.jobsdb.com/job/84470290,jobsdbth
Presales (Software),Software/Web Development,Advanced Research Group,"Yan Nawa, Bangkok",TH,48000,70000,59000,THB,Full time,On-site,,2025-05-23,https://th.jobsdb.com/job/84438722,jobsdbth
"Programmer Analyst - Java, .Net",Software/Web Development,Advanced Info Service,"Phaya Thai, Bangkok",TH,,,,,Full time,On-site,,2025-05-07,https://th.jobsdb.com/job/84059752,jobsdbth
ETL Developer / Data Engineer,Data & Analytics,Bangkok Bank,"Bang Rak, Bangkok",TH,,,,,Full time,On-site,,2025-05-09,https://th.jobsdb.com/job/84118159,jobsdbth
Network Engineer,Network,Elabram,Bangkok,TH,60000,72000,66000,THB,Full time,On-site,,2025-05-23,https://th.jobsdb.com/job/84442702,jobsdbth
Drive Backend Test Process Engineer II,Software/Web Development,Seagate Technology,Nakhon Ratchasima,TH,,,,,Full time,On-site,,2025-05-21,https://th.jobsdb.com/job/84378882,jobsdbth
Security Consultant,Cybersecurity,"Arise By Infinitas Co., Ltd.","Khlong Toei, Bangkok",TH,,,,,Full time,Hybrid,,2025-05-14,https://th.jobsdb.com/job/81433712,jobsdbth
Competitive Intelligence (ShopeeFood),Data & Analytics,Shopee,"Huai Khwang, Bangkok",TH,,,,,Full time,On-site,,2025-05-23,https://th.jobsdb.com/job/84435552,jobsdbth
Application Consultant (Microsoft Dynamics AX),IT Consulting & Solutions,CSI Mining Services,Pathum Thani,TH,,,,,Full time,Hybrid,,2025-05-13,https://th.jobsdb.com/job/84187328,jobsdbth
Business Analyst,Data & Analytics,Digimusketeers,"Chatuchak, Bangkok",TH,,,,,Full time,On-site,,2025-05-08,https://th.jobsdb.com/job/84079290,jobsdbth
KYB Onboarding Manager,Other,,Bangkok,TH,,,,,Full time,On-site,Manager,2025-05-02,https://th.jobsdb.com/job/83961900,jobsdbth
Application software developer,Software/Web Development,"Sahaviriya Steel Industries Public Co., Ltd.","Bang Rak, Bangkok",TH,22000,25000,23500,THB,Full time,On-site,,2025-05-09,https://th.jobsdb.com/job/83890214,jobsdbth
Data Engineer,Data & Analytics,Thai Beverage Can,Saraburi,TH,,,,,Full time,On-site,,2025-04-29,https://th.jobsdb.com/job/83890694,jobsdbth
SAP Key User (PP MM WM Module),SAP / ERP,Harman,Chon Buri,TH,,,,,Full time,On-site,,2025-05-13,https://th.jobsdb.com/job/84178815,jobsdbth
Developer (PHP/React),Software/Web Development,ALL NOW Logistics,"Phra Khanong, Bangkok",TH,,,,,Full time,On-site,,2025-05-23,https://th.jobsdb.com/job/84444482,jobsdbth
Fullstack Developer,Software/Web Development,,Bangkok,TH,35000,50000,42500,THB,Full time,Hybrid,,2025-05-16,https://th.jobsdb.com/job/84184020,jobsdbth
IT Service Engineer,Other,G-Able,"Bang Rak, Bangkok",TH,,,,,Full time,Hybrid,,2025-05-23,https://th.jobsdb.com/job/84444483,jobsdbth
Infrastructure & Security Specialist,Cybersecurity,Control Data,"Yan Nawa, Bangkok",TH,,,,,Full time,On-site,,2025-05-23,https://th.jobsdb.com/job/84437416,jobsdbth
IT Support & Service,Infra & System,"TC Pharmaceutical Industries Co., Ltd.","Bang Bon, Bangkok",TH,,,,,Full time,On-site,,2025-04-28,https://th.jobsdb.com/job/83864802,jobsdbth
Sales / Presales (SAP Products),Sales / Technical Sales,Fujitsu,"Khlong Toei, Bangkok",TH,,,,,Full time,Hybrid,,2025-05-07,https://th.jobsdb.com/job/84045555,jobsdbth
Project Integration Lead(contract),Project & Product Management,Bangchak,"Phra Khanong, Bangkok",TH,,,,,Full time,On-site,Manager,2025-05-09,https://th.jobsdb.com/job/84110400,jobsdbth
Senior Business Analysis Officer (Financial Management Report),Other,ThaiBev,"Huai Khwang, Bangkok",TH,,,,,Full time,On-site,Senior,2025-05-20,https://th.jobsdb.com/job/84349981,jobsdbth
Java Fullstack Developer,Software/Web Development,Bred IT,"Sathon, Bangkok",TH,,,,,Full time,On-site,,2025-05-15,https://th.jobsdb.com/job/84237237,jobsdbth
Data Analyst - Business Development,Data & Analytics,Lixil,Pathum Thani,TH,,,,,Full time,On-site,,2025-05-16,https://th.jobsdb.com/job/84264134,jobsdbth
"Frontend/ Backend Developer, React.JS, Angular, Node.js (Renewal Contract)",Software/Web Development,Hitachi Digital Services,Bangkok,TH,,,,,Contract/Temp,Hybrid,,2025-04-29,https://th.jobsdb.com/job/83879297,jobsdbth
Technical Coordinator and Application Support,Other,Bangkok Bank,"Bang Rak, Bangkok",TH,,,,,Full time,On-site,,2025-05-08,https://th.jobsdb.com/job/84092667,jobsdbth
SECURITY CONSULTANT (Pentest),Cybersecurity,Eviden IT Solutions And Services Limited,Bangkok,TH,,,,,Full time,Hybrid,,2025-05-21,https://th.jobsdb.com/job/84370428,jobsdbth
Full Stack Senior Developer,Software/Web Development,ATA IT,Bangkok,TH,,,,,Full time,Hybrid,Senior,2025-05-26,https://th.jobsdb.com/job/84476675,jobsdbth
Senior Officer - Application Support,Other,Betagro,"Lak Si, Bangkok",TH,,,,,Full time,On-site,Senior,2025-05-15,https://th.jobsdb.com/job/83041389,jobsdbth
IT Support,Infra & System,Starcube,"Vadhana, Bangkok",TH,23000,34000,28500,THB,Full time,On-site,,2025-05-02,https://th.jobsdb.com/job/83967628,jobsdbth
Data Engineering and Delivery Assistant Manager,Data & Analytics,TTB Bank,Bangkok Metropolitan Region,TH,55000,80000,67500,THB,Full time,Hybrid,Manager,2025-05-08,https://th.jobsdb.com/job/84089910,jobsdbth
Services Consulting Engineer (Pre-Sales),IT Consulting & Solutions,Schneider Electric,Bangkok,TH,,,,,Full time,Hybrid,,2025-05-22,https://th.jobsdb.com/job/84407046,jobsdbth
Technical Project Manager (English-Speaking),Project & Product Management,Coforge,"Lak Si, Bangkok",TH,80000,120000,100000,THB,Full time,Hybrid,Manager,2025-05-06,https://th.jobsdb.com/job/84017261,jobsdbth
VP Digital Product Owner,Project & Product Management,Krungsri Bank,"Yan Nawa, Bangkok",TH,,,,,Full time,Hybrid,,2025-05-14,https://th.jobsdb.com/job/84207077,jobsdbth
Presales  (Software Solution),Software/Web Development,"Marco Technology Co., Ltd.",Bangkok,TH,,,,,Full time,Hybrid,,2025-05-14,https://th.jobsdb.com/job/84211868,jobsdbth
Client Support Executive – Call Support,Other,2C2P,Bangkok,TH,,,,,Full time,On-site,,2025-05-20,https://th.jobsdb.com/job/84236789,jobsdbth
Data Analytics Engineer,Data & Analytics,Krungthai Bank,Bangkok,TH,,,,,Full time,Hybrid,,2025-05-23,https://th.jobsdb.com/job/84442671,jobsdbth
AI Engineer,AI / Data Science,Bangkok Bank,"Bang Rak, Bangkok",TH,,,,,Full time,On-site,,2025-05-02,https://th.jobsdb.com/job/83967757,jobsdbth
Business Analyst (Marketing & Point Business),Data & Analytics,Ascend Group,Bangkok,TH,,,,,Full time,On-site,,2025-05-20,https://th.jobsdb.com/job/84353755,jobsdbth
IT  Service Desk Engineer / Help Desk Engineer,Other,Schneider Electric,Bangkok,TH,,,,,Full time,Hybrid,,2025-05-06,https://th.jobsdb.com/job/84033784,jobsdbth
Sales Executive - IT Enterprise Solution Project Sales,Sales / Technical Sales,Triple Dot Consulting,"Huai Khwang, Bangkok",TH,70000,85000,77500,THB,Full time,Hybrid,,2025-05-01,https://th.jobsdb.com/job/83936760,jobsdbth
"IT Sales Executive – (Digital Transformation, Industry 4.0)",Sales / Technical Sales,Cathcart Associates,Bangkok,TH,45000,65000,55000,THB,Full time,On-site,,2025-05-27,https://th.jobsdb.com/job/84512930,jobsdbth
Quality Assistant(Tester),Other,Soft SQ,"Bang Na, Bangkok",TH,,,,,Full time,Hybrid,,2025-04-29,https://th.jobsdb.com/job/83881654,jobsdbth
Lead Software Asset Management - Hybrid work,Software/Web Development,Krungsri Bank,"Yan Nawa, Bangkok",TH,,,,,Full time,Hybrid,Manager,2025-05-02,https://th.jobsdb.com/job/83955976,jobsdbth
Fleet Operations Lead (SPX Express),Other,Shopee,"Huai Khwang, Bangkok",TH,,,,,Full time,On-site,Manager,2025-05-23,https://th.jobsdb.com/job/84442325,jobsdbth
Data Analyst,Data & Analytics,Skillpower,"Lat Krabang, Bangkok",TH,40000,50000,45000,THB,Contract/Temp,Hybrid,,2025-05-20,https://th.jobsdb.com/job/84337322,jobsdbth
Process Owner (Urgently Require!),Other,Oerlikon,Chon Buri,TH,,,,,Full time,On-site,,2025-05-22,https://th.jobsdb.com/job/84409025,jobsdbth
Application Support / Business Technology Services Manager,Other,ThaiBev,"Chatuchak, Bangkok",TH,,,,,Full time,On-site,Manager,2025-04-30,https://th.jobsdb.com/job/83910031,jobsdbth
"Senior Associate, Full Stack Developer (Cyber Security)",Cybersecurity,True Corporation,Bangkok,TH,,,,,Full time,Hybrid,Senior,2025-05-26,https://th.jobsdb.com/job/84466659,jobsdbth
Network Service Provisioning (System&Network),Network,Symphony Communication,"Chatuchak, Bangkok",TH,,,,,Full time,On-site,,2025-05-26,https://th.jobsdb.com/job/84483559,jobsdbth
Data Engineer,Data & Analytics,Bangkok Produce Merchandising,Bangkok,TH,,,,,Full time,On-site,,2025-05-15,https://th.jobsdb.com/job/84248009,jobsdbth
AI Agent Engineer (Subsidiary Company),AI / Data Science,MFEC,"Chatuchak, Bangkok",TH,,,,,Full time,Hybrid,,2025-05-06,https://th.jobsdb.com/job/84030219,jobsdbth
Technical Lead (Java),Software/Web Development,Ascend Group,"Phra Khanong, Bangkok",TH,,,,,Full time,Hybrid,Manager,2025-05-27,https://th.jobsdb.com/job/84466032,jobsdbth
Data Analytics Manager,Data & Analytics,PTG Energy,"Huai Khwang, Bangkok",TH,,,,,Full time,Hybrid,Manager,2025-04-30,https://th.jobsdb.com/job/83912778,jobsdbth
Developer/เจ้าหน้าที่พัฒนาระบบ,Software/Web Development,Mitr Phol,"Khlong Toei, Bangkok",TH,,,,,Full time,On-site,,2025-05-12,https://th.jobsdb.com/job/84160031,jobsdbth
TOOLING & AUTOMATION MANAGER,Quality Assurance & Testing,Asia Magnetic Winding,"Bang Phli, Samut Prakan",TH,80000,90000,85000,THB,Full time,On-site,Manager,2025-05-02,https://th.jobsdb.com/job/83950570,jobsdbth
Data engineer,Data & Analytics,Bangkok Bank,Bangkok,TH,,,,,Full time,On-site,,2025-05-07,https://th.jobsdb.com/job/84058805,jobsdbth
"IT Support (Thai speaker) - Based in KL, Malaysia",Infra & System,TDCX,Bangkok,TH,35000,48000,41500,THB,Full time,On-site,,2025-04-28,https://th.jobsdb.com/job/83855120,jobsdbth
Application Support Officer (Bangpoo),Other,Delta Electronics,"Mueang Samut Prakan, Samut Prakan",TH,,,,,Full time,On-site,,2025-04-29,https://th.jobsdb.com/job/83882464,jobsdbth
"Controls Engineer - AWS, AWS Control, Deployment and Service Team",Cloud & Devops,Amazon Web Services,Bangkok,TH,,,,,Full time,,,2025-05-27,https://th.jobsdb.com/job/84514769,jobsdbth
IT Support Officer,Infra & System,Beryl 8 Plus,"Huai Khwang, Bangkok",TH,,,,,Full time,Hybrid,,2025-05-08,https://th.jobsdb.com/job/83907667,jobsdbth
Senior Manager - Head of IT,Other,Webull Securities (Thailand),"Pathum Wan, Bangkok",TH,100000,130000,115000,THB,Full time,On-site,Senior,2025-04-28,https://th.jobsdb.com/job/83862084,jobsdbth
IT Manager (Infrastructure),Infra & System,Skillpower,Bangkok,TH,,,,,Full time,On-site,Manager,2025-05-07,https://th.jobsdb.com/job/84052787,jobsdbth
IT Manager,Other,Sermsang Power Corporation,"Dusit, Bangkok",TH,,,,,Full time,On-site,Manager,2025-05-09,https://th.jobsdb.com/job/84125216,jobsdbth
นักพัฒนาซอฟแวร์ (Developer),Software/Web Development,Winnergy Medical,"Lat Phrao, Bangkok",TH,20000,27000,23500,THB,Full time,Hybrid,,2025-05-22,https://th.jobsdb.com/job/83988171,jobsdbth
Incident Specialist/ Technology Service Management Specialist,Other,ThaiBev,"Chatuchak, Bangkok",TH,,,,,Full time,On-site,,2025-05-16,https://th.jobsdb.com/job/84264050,jobsdbth
"IT Project Manager (JavaScript, C#, .Net)",Project & Product Management,Export Import Bank of Thailand,Bangkok,TH,,,,,Full time,Hybrid,Manager,2025-05-19,https://th.jobsdb.com/job/84317881,jobsdbth
Presales (Software application),Software/Web Development,Control Data,"Yan Nawa, Bangkok",TH,,,,,Full time,Hybrid,,2025-05-08,https://th.jobsdb.com/job/84077894,jobsdbth
Data Visualization Developer (Financial Services),Data & Analytics,KPMG,Bangkok,TH,,,,,Full time,On-site,,2025-04-29,https://th.jobsdb.com/job/83890741,jobsdbth
Project Manager - Software,Project & Product Management,Codium,"Pathum Wan, Bangkok",TH,,,,,Full time,On-site,Manager,2025-05-08,https://th.jobsdb.com/job/84087873,jobsdbth
Business Analyst (HRIS) - Department Manager,Data & Analytics,Lotus's,"Bueng Kum, Bangkok",TH,,,,,Full time,On-site,Manager,2025-05-21,https://th.jobsdb.com/job/83850540,jobsdbth
